id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date,min_price
654408_101hotels,10,6,60.0,28,2026-01-07,15000.0
458938_101hotels,45,39,86.66666666666667,80,2026-01-07,19200.0
15203_101hotels,24,3,12.5,8,2026-01-07,8000.0
227948_101hotels,25,11,44.0,25,2026-01-07,10260.0
249578_101hotels,28,1,3.5714285714285716,3,2026-01-07,8500.0
496517_101hotels,15,8,53.333333333333336,17,2026-01-07,7500.0
496528_101hotels,55,35,63.63636363636363,71,2026-01-07,6000.0
15192_101hotels,99,4,4.040404040404041,10,2026-01-07,13320.0
15206_101hotels,37,26,70.27027027027027,52,2026-01-07,17330.0
15210_101hotels,12,1,8.333333333333334,2,2026-01-07,8700.0
559466_101hotels,52,45,86.53846153846153,106,2026-01-07,12500.0
570584_101hotels,4,4,100.0,14,2026-01-07,8000.0
609196_101hotels,2,2,100.0,12,2026-01-07,11900.0
609203_101hotels,20,8,40.0,17,2026-01-07,7600.0
650956_101hotels,30,25,83.33333333333333,55,2026-01-07,8300.0
653669_101hotels,30,16,53.333333333333336,32,2026-01-07,6000.0
13175_101hotels,10,5,50.0,12,2026-01-07,6500.0
79583_101hotels,11,1,9.090909090909092,6,2026-01-07,16800.0
188946_101hotels,58,2,3.4482758620689653,5,2026-01-07,4500.0
609283_101hotels,4,4,100.0,15,2026-01-07,3375.0
64543_101hotels,6,7,116.66666666666667,26,2026-01-07,8300.0
651246_101hotels,13,5,38.46153846153846,12,2026-01-07,1800.0
559429_101hotels,8,1,12.5,2,2026-01-07,2499.0
559442_101hotels,12,6,50.0,15,2026-01-07,2400.0
658141_101hotels,3,2,66.66666666666667,5,2026-01-07,5000.0
672860_101hotels,10,8,80.0,16,2026-01-07,20000.0
670724_101hotels,9,2,22.22222222222222,5,2026-01-07,12500.0
511615_101hotels,15,2,13.333333333333334,4,2026-01-07,6000.0
650957_101hotels,26,4,15.384615384615385,39,2026-01-07,1900.0
666682_101hotels,11,4,36.36363636363637,16,2026-01-07,31200.0
653555_101hotels,9,2,22.22222222222222,8,2026-01-07,13600.0
2136_101hotels,11,9,81.81818181818181,16,2026-01-07,4500.0
659250_101hotels,27,9,33.333333333333336,94,2026-01-07,800.0
9509_101hotels,23,29,126.08695652173913,58,2026-01-07,7400.0
8209_101hotels,31,7,22.580645161290324,14,2026-01-07,4000.0
670516_101hotels,35,7,20.0,14,2026-01-07,9700.0
652826_101hotels,11,1,9.090909090909092,3,2026-01-07,4200.0
514670_101hotels,14,6,42.857142857142854,14,2026-01-07,5800.0
650200_101hotels,19,14,73.6842105263158,38,2026-01-07,2800.0
671631_101hotels,12,7,58.333333333333336,16,2026-01-07,5000.0
610848_101hotels,30,26,86.66666666666667,50,2026-01-07,9000.0
10553_101hotels,15,8,53.333333333333336,18,2026-01-07,5000.0
10562_101hotels,12,9,75.0,20,2026-01-07,6600.0
4324_101hotels,75,17,22.666666666666668,31,2026-01-07,7000.0
10535_101hotels,15,6,40.0,16,2026-01-07,6000.0
625719_101hotels,7,4,57.142857142857146,8,2026-01-07,6500.0
658131_101hotels,7,1,14.285714285714286,4,2026-01-07,6000.0
659075_101hotels,15,5,33.333333333333336,10,2026-01-07,3000.0
15486_101hotels,22,10,45.45454545454545,20,2026-01-07,4950.0
667475_101hotels,72,37,51.388888888888886,74,2026-01-07,15000.0
15490_101hotels,18,9,50.0,18,2026-01-07,7417.5
219_101hotels,26,14,53.84615384615385,25,2026-01-07,9100.0
33872_101hotels,22,19,86.36363636363636,46,2026-01-07,18760.0
411742_101hotels,27,11,40.74074074074074,22,2026-01-07,8288.0
189360_101hotels,16,13,81.25,26,2026-01-07,3268.0
660799_101hotels,7,7,100.0,350,2026-01-07,765.0
13173_101hotels,120,62,51.666666666666664,124,2026-01-07,3985.0
17090_101hotels,21,13,61.904761904761905,22,2026-01-07,4830.0
560072_101hotels,73,84,115.06849315068493,168,2026-01-07,8200.0
10621_101hotels,12,3,25.0,9,2026-01-07,2700.0
222_101hotels,30,8,26.666666666666668,16,2026-01-07,4300.0
230_101hotels,56,39,69.64285714285714,62,2026-01-07,3280.0
4398_101hotels,21,13,61.904761904761905,40,2026-01-07,1150.0
2397_101hotels,208,69,33.17307692307692,138,2026-01-07,6500.0
