id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date
15210_101hotels,12,1,8.333333333333334,2,2025-03-25
654408_101hotels,5,8,160.0,36,2025-03-25
227948_101hotels,25,10,40.0,24,2025-03-25
15206_101hotels,37,30,81.08108108108108,60,2025-03-25
496528_101hotels,55,41,74.54545454545455,82,2025-03-25
650956_101hotels,30,22,73.33333333333333,49,2025-03-25
668080_101hotels,13,13,100.0,26,2025-03-25
249578_101hotels,28,8,28.571428571428573,18,2025-03-25
15192_101hotels,99,10,10.1010101010101,24,2025-03-25
458938_101hotels,45,36,80.0,77,2025-03-25
559466_101hotels,52,51,98.07692307692308,117,2025-03-25
570584_101hotels,4,4,100.0,14,2025-03-25
653669_101hotels,30,15,50.0,30,2025-03-25
13185_101hotels,25,4,16.0,12,2025-03-25
79583_101hotels,11,3,27.272727272727273,17,2025-03-25
609283_101hotels,4,4,100.0,15,2025-03-25
651246_101hotels,14,8,57.142857142857146,16,2025-03-25
559429_101hotels,12,4,33.333333333333336,10,2025-03-25
658141_101hotels,3,3,100.0,7,2025-03-25
650957_101hotels,26,13,50.0,59,2025-03-25
495572_101hotels,16,3,18.75,6,2025-03-25
511615_101hotels,15,5,33.333333333333336,10,2025-03-25
7628_101hotels,64,3,4.6875,6,2025-03-25
664549_101hotels,6,4,66.66666666666667,9,2025-03-25
670724_101hotels,9,8,88.88888888888889,19,2025-03-25
6479_101hotels,51,2,3.9215686274509802,3,2025-03-25
666682_101hotels,11,1,9.090909090909092,2,2025-03-25
653555_101hotels,9,18,200.0,44,2025-03-25
665248_101hotels,1,2,200.0,14,2025-03-25
659250_101hotels,25,6,24.0,9,2025-03-25
8209_101hotels,31,1,3.225806451612903,2,2025-03-25
9509_101hotels,23,8,34.78260869565217,16,2025-03-25
658332_101hotels,12,4,33.333333333333336,7,2025-03-25
2136_101hotels,11,2,18.181818181818183,2,2025-03-25
4324_101hotels,80,9,11.25,17,2025-03-25
514670_101hotels,14,10,71.42857142857143,20,2025-03-25
650200_101hotels,19,16,84.21052631578948,47,2025-03-25
10553_101hotels,15,13,86.66666666666667,28,2025-03-25
658131_101hotels,7,2,28.571428571428573,8,2025-03-25
15486_101hotels,22,10,45.45454545454545,20,2025-03-25
10535_101hotels,15,6,40.0,16,2025-03-25
625719_101hotels,7,6,85.71428571428571,19,2025-03-25
659075_101hotels,30,8,26.666666666666668,16,2025-03-25
660481_101hotels,17,16,94.11764705882354,33,2025-03-25
652511_101hotels,9,6,66.66666666666667,16,2025-03-25
670516_101hotels,35,15,42.857142857142854,30,2025-03-25
10562_101hotels,12,8,66.66666666666667,51,2025-03-25
667475_101hotels,72,34,47.22222222222222,68,2025-03-25
671631_101hotels,12,3,25.0,9,2025-03-25
411742_101hotels,27,21,77.77777777777777,42,2025-03-25
10564_101hotels,10,6,60.0,16,2025-03-25
33872_101hotels,22,22,100.0,62,2025-03-25
140778_101hotels,128,13,10.15625,26,2025-03-25
224_101hotels,163,46,28.220858895705522,92,2025-03-25
220_101hotels,280,19,6.785714285714286,37,2025-03-25
2397_101hotels,208,10,4.8076923076923075,20,2025-03-25
189360_101hotels,16,9,56.25,18,2025-03-25
671064_101hotels,28,23,82.14285714285714,45,2025-03-25
13173_101hotels,120,57,47.5,114,2025-03-25
560072_101hotels,73,17,23.28767123287671,34,2025-03-25
6013_101hotels,28,6,21.428571428571427,14,2025-03-25
14080_101hotels,30,6,20.0,11,2025-03-25
17090_101hotels,21,8,38.095238095238095,16,2025-03-25
560073_101hotels,44,4,9.090909090909092,8,2025-03-25
100517_101hotels,23,12,52.17391304347826,24,2025-03-25
654278_101hotels,30,12,40.0,27,2025-03-25
666434_101hotels,24,13,54.166666666666664,26,2025-03-25
7178_101hotels,35,9,25.714285714285715,15,2025-03-25
485323_101hotels,25,8,32.0,19,2025-03-25
1970_101hotels,23,10,43.47826086956522,26,2025-03-25
556415_101hotels,40,10,25.0,20,2025-03-25
663295_101hotels,104,49,47.11538461538461,98,2025-03-25
226_101hotels,68,6,8.823529411764707,14,2025-03-25
230_101hotels,56,7,12.5,14,2025-03-25
4398_101hotels,21,9,42.857142857142854,19,2025-03-25
10621_101hotels,12,1,8.333333333333334,4,2025-03-25
13519_101hotels,48,9,18.75,18,2025-03-25
669053_101hotels,1,1,100.0,2,2025-03-25
7190_101hotels,23,19,82.6086956521739,34,2025-03-25
406989_101hotels,48,21,43.75,42,2025-03-25
662868_101hotels,3,1,33.333333333333336,2,2025-03-25
