id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date
15210_101hotels,12,1,8.333333333333334,2,2025-03-28
654408_101hotels,5,9,180.0,40,2025-03-28
227948_101hotels,25,10,40.0,24,2025-03-28
496528_101hotels,55,1,1.8181818181818181,2,2025-03-28
650956_101hotels,30,28,93.33333333333333,61,2025-03-28
668080_101hotels,13,13,100.0,26,2025-03-28
249578_101hotels,28,8,28.571428571428573,18,2025-03-28
458938_101hotels,45,31,68.88888888888889,67,2025-03-28
559466_101hotels,52,52,100.0,120,2025-03-28
570584_101hotels,4,4,100.0,14,2025-03-28
653669_101hotels,30,16,53.333333333333336,32,2025-03-28
13185_101hotels,25,3,12.0,9,2025-03-28
79583_101hotels,11,1,9.090909090909092,9,2025-03-28
609283_101hotels,4,4,100.0,15,2025-03-28
651246_101hotels,14,9,64.28571428571429,18,2025-03-28
559442_101hotels,12,12,100.0,29,2025-03-28
559429_101hotels,12,5,41.666666666666664,13,2025-03-28
658141_101hotels,3,3,100.0,7,2025-03-28
650957_101hotels,26,19,73.07692307692308,72,2025-03-28
495572_101hotels,16,1,6.25,2,2025-03-28
511615_101hotels,15,2,13.333333333333334,4,2025-03-28
7628_101hotels,64,3,4.6875,6,2025-03-28
664549_101hotels,6,4,66.66666666666667,9,2025-03-28
670724_101hotels,9,9,100.0,22,2025-03-28
666682_101hotels,11,4,36.36363636363637,8,2025-03-28
653555_101hotels,9,15,166.66666666666666,36,2025-03-28
665248_101hotels,1,2,200.0,14,2025-03-28
659250_101hotels,25,4,16.0,7,2025-03-28
8209_101hotels,31,5,16.129032258064516,10,2025-03-28
9509_101hotels,23,13,56.52173913043478,26,2025-03-28
658332_101hotels,12,4,33.333333333333336,7,2025-03-28
2136_101hotels,11,4,36.36363636363637,4,2025-03-28
4324_101hotels,80,19,23.75,33,2025-03-28
514670_101hotels,14,9,64.28571428571429,18,2025-03-28
650200_101hotels,19,16,84.21052631578948,45,2025-03-28
10553_101hotels,15,8,53.333333333333336,18,2025-03-28
658131_101hotels,7,6,85.71428571428571,24,2025-03-28
15486_101hotels,22,10,45.45454545454545,20,2025-03-28
10535_101hotels,15,5,33.333333333333336,14,2025-03-28
625719_101hotels,7,6,85.71428571428571,13,2025-03-28
659075_101hotels,30,8,26.666666666666668,16,2025-03-28
660481_101hotels,17,17,100.0,35,2025-03-28
670516_101hotels,35,20,57.142857142857146,40,2025-03-28
10562_101hotels,12,10,83.33333333333333,56,2025-03-28
667475_101hotels,72,39,54.166666666666664,78,2025-03-28
671631_101hotels,12,3,25.0,9,2025-03-28
411742_101hotels,27,23,85.18518518518519,46,2025-03-28
10564_101hotels,10,5,50.0,12,2025-03-28
33872_101hotels,22,21,95.45454545454545,60,2025-03-28
140778_101hotels,128,28,21.875,56,2025-03-28
224_101hotels,163,76,46.625766871165645,152,2025-03-28
220_101hotels,280,29,10.357142857142858,58,2025-03-28
2397_101hotels,208,41,19.71153846153846,82,2025-03-28
189360_101hotels,16,13,81.25,27,2025-03-28
671064_101hotels,28,17,60.714285714285715,33,2025-03-28
13173_101hotels,120,69,57.5,138,2025-03-28
560072_101hotels,73,34,46.57534246575342,68,2025-03-28
6013_101hotels,28,2,7.142857142857143,4,2025-03-28
14080_101hotels,30,19,63.333333333333336,36,2025-03-28
222_101hotels,30,2,6.666666666666667,4,2025-03-28
421457_101hotels,40,15,37.5,29,2025-03-28
560073_101hotels,44,14,31.818181818181817,27,2025-03-28
100517_101hotels,23,20,86.95652173913044,40,2025-03-28
654278_101hotels,30,9,30.0,18,2025-03-28
666434_101hotels,24,16,66.66666666666667,32,2025-03-28
7178_101hotels,35,15,42.857142857142854,25,2025-03-28
485323_101hotels,25,17,68.0,35,2025-03-28
1970_101hotels,23,6,26.08695652173913,19,2025-03-28
556415_101hotels,40,25,62.5,50,2025-03-28
663295_101hotels,104,50,48.07692307692308,100,2025-03-28
226_101hotels,68,6,8.823529411764707,10,2025-03-28
230_101hotels,56,16,28.571428571428573,30,2025-03-28
10621_101hotels,12,2,16.666666666666668,5,2025-03-28
607_101hotels,25,4,16.0,8,2025-03-28
13519_101hotels,48,6,12.5,6,2025-03-28
7190_101hotels,23,18,78.26086956521739,31,2025-03-28
406989_101hotels,48,15,31.25,30,2025-03-28
662868_101hotels,3,2,66.66666666666667,4,2025-03-28
14970_101hotels,26,5,19.23076923076923,13,2025-03-28
666294_101hotels,6,3,50.0,28,2025-03-28
4060_101hotels,14,7,50.0,14,2025-03-28
510819_101hotels,8,3,37.5,76,2025-03-28
14164_101hotels,7,7,100.0,22,2025-03-28
481664_101hotels,13,3,23.076923076923077,8,2025-03-28
653724_101hotels,6,4,66.66666666666667,10,2025-03-28
655564_101hotels,11,10,90.9090909090909,20,2025-03-28
227_101hotels,64,30,46.875,51,2025-03-28
610841_101hotels,10,9,90.0,23,2025-03-28
7027_101hotels,10,6,60.0,20,2025-03-28
4397_101hotels,14,8,57.142857142857146,16,2025-03-28
662866_101hotels,6,4,66.66666666666667,8,2025-03-28
514851_101hotels,39,21,53.84615384615385,53,2025-03-28
662650_101hotels,7,3,42.857142857142854,13,2025-03-28
649990_101hotels,12,4,33.333333333333336,6,2025-03-28
666214_101hotels,2,1,50.0,2,2025-03-28
667604_101hotels,1,1,100.0,2,2025-03-28
670249_101hotels,2,1,50.0,2,2025-03-28
378505_101hotels,7,4,57.142857142857146,23,2025-03-28
658204_101hotels,5,1,20.0,2,2025-03-28
231_101hotels,58,6,10.344827586206897,12,2025-03-28
654332_101hotels,11,4,36.36363636363637,11,2025-03-28
514581_101hotels,7,3,42.857142857142854,6,2025-03-28
669608_101hotels,6,5,83.33333333333333,27,2025-03-28
14127_101hotels,9,2,22.22222222222222,5,2025-03-28
666722_101hotels,7,1,14.285714285714286,2,2025-03-28
669236_101hotels,7,4,57.142857142857146,8,2025-03-28
650983_101hotels,7,3,42.857142857142854,8,2025-03-28
560074_101hotels,23,6,26.08695652173913,9,2025-03-28
9536_101hotels,16,13,81.25,23,2025-03-28
485325_101hotels,18,10,55.55555555555556,26,2025-03-28
666215_101hotels,5,1,20.0,2,2025-03-28
10672_101hotels,6,5,83.33333333333333,17,2025-03-28
655145_101hotels,7,1,14.285714285714286,2,2025-03-28
655207_101hotels,1,1,100.0,4,2025-03-28
665413_101hotels,2,1,50.0,4,2025-03-28
665414_101hotels,3,1,33.333333333333336,4,2025-03-28
667749_101hotels,3,1,33.333333333333336,2,2025-03-28
669839_101hotels,1,1,100.0,2,2025-03-28
670703_101hotels,3,2,66.66666666666667,4,2025-03-28
660799_101hotels,7,5,71.42857142857143,40,2025-03-28
6855_101hotels,27,13,48.148148148148145,31,2025-03-28
514527_101hotels,15,8,53.333333333333336,11,2025-03-28
658823_101hotels,5,3,60.0,9,2025-03-28
660703_101hotels,3,3,100.0,6,2025-03-28
663773_101hotels,12,9,75.0,18,2025-03-28
218_101hotels,10,2,20.0,6,2025-03-28
221_101hotels,58,10,17.24137931034483,18,2025-03-28
605_101hotels,67,3,4.477611940298507,6,2025-03-28
14079_101hotels,23,12,52.17391304347826,26,2025-03-28
48009_101hotels,84,47,55.95238095238095,94,2025-03-28
421726_101hotels,12,8,66.66666666666667,10,2025-03-28
559557_101hotels,30,5,16.666666666666668,7,2025-03-28
669566_101hotels,25,5,20.0,7,2025-03-28
651714_101hotels,9,7,77.77777777777777,20,2025-03-28
6433_101hotels,13,10,76.92307692307692,21,2025-03-28
669748_101hotels,8,4,50.0,8,2025-03-28
671748_101hotels,1,1,100.0,4,2025-03-28
665625_101hotels,7,7,100.0,28,2025-03-28
9394_101hotels,92,39,42.391304347826086,46,2025-03-28
