id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date
7027_101hotels,10,5,50.0,16,2025-03-26
4397_101hotels,14,6,42.857142857142854,12,2025-03-26
662866_101hotels,6,1,16.666666666666668,2,2025-03-26
514851_101hotels,39,22,56.41025641025641,55,2025-03-26
662650_101hotels,7,3,42.857142857142854,13,2025-03-26
670249_101hotels,2,1,50.0,2,2025-03-26
378505_101hotels,7,5,71.42857142857143,23,2025-03-26
658204_101hotels,5,1,20.0,2,2025-03-26
231_101hotels,58,1,1.7241379310344827,2,2025-03-26
654332_101hotels,11,4,36.36363636363637,7,2025-03-26
514581_101hotels,7,2,28.571428571428573,4,2025-03-26
14127_101hotels,9,1,11.11111111111111,3,2025-03-26
666722_101hotels,7,1,14.285714285714286,5,2025-03-26
650983_101hotels,7,4,57.142857142857146,14,2025-03-26
560074_101hotels,23,6,26.08695652173913,9,2025-03-26
9536_101hotels,16,13,81.25,22,2025-03-26
485325_101hotels,18,9,50.0,20,2025-03-26
666215_101hotels,5,2,40.0,4,2025-03-26
10672_101hotels,6,4,66.66666666666667,13,2025-03-26
655145_101hotels,7,2,28.571428571428573,4,2025-03-26
655207_101hotels,1,1,100.0,4,2025-03-26
658938_101hotels,2,1,50.0,2,2025-03-26
665414_101hotels,3,1,33.333333333333336,4,2025-03-26
669838_101hotels,3,2,66.66666666666667,4,2025-03-26
670703_101hotels,3,2,66.66666666666667,4,2025-03-26
660799_101hotels,7,6,85.71428571428571,44,2025-03-26
6855_101hotels,27,4,14.814814814814815,8,2025-03-26
514527_101hotels,15,5,33.333333333333336,7,2025-03-26
658823_101hotels,5,3,60.0,10,2025-03-26
658692_101hotels,7,3,42.857142857142854,5,2025-03-26
660703_101hotels,3,3,100.0,6,2025-03-26
661097_101hotels,18,10,55.55555555555556,49,2025-03-26
663773_101hotels,12,13,108.33333333333333,26,2025-03-26
653874_101hotels,4,2,50.0,6,2025-03-26
218_101hotels,10,6,60.0,12,2025-03-26
605_101hotels,67,5,7.462686567164179,10,2025-03-26
14079_101hotels,23,16,69.56521739130434,34,2025-03-26
48009_101hotels,84,40,47.61904761904762,80,2025-03-26
421726_101hotels,12,8,66.66666666666667,10,2025-03-26
559557_101hotels,30,4,13.333333333333334,6,2025-03-26
669566_101hotels,25,5,20.0,7,2025-03-26
651714_101hotels,9,7,77.77777777777777,20,2025-03-26
671748_101hotels,1,1,100.0,4,2025-03-26
668236_101hotels,3,1,33.333333333333336,4,2025-03-26
665625_101hotels,7,6,85.71428571428571,24,2025-03-26
9394_101hotels,92,10,10.869565217391305,12,2025-03-26
