id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date
15210_101hotels,12,2,16.666666666666668,4,2025-03-26
654408_101hotels,5,9,180.0,40,2025-03-26
227948_101hotels,25,10,40.0,24,2025-03-26
15206_101hotels,37,31,83.78378378378379,64,2025-03-26
496528_101hotels,55,42,76.36363636363636,84,2025-03-26
650956_101hotels,30,24,80.0,53,2025-03-26
668080_101hotels,13,13,100.0,26,2025-03-26
249578_101hotels,28,8,28.571428571428573,18,2025-03-26
458938_101hotels,45,35,77.77777777777777,74,2025-03-26
559466_101hotels,52,51,98.07692307692308,117,2025-03-26
570584_101hotels,4,4,100.0,14,2025-03-26
653669_101hotels,30,16,53.333333333333336,32,2025-03-26
13185_101hotels,25,3,12.0,9,2025-03-26
79583_101hotels,11,4,36.36363636363637,21,2025-03-26
609283_101hotels,4,4,100.0,15,2025-03-26
651246_101hotels,14,9,64.28571428571429,17,2025-03-26
559442_101hotels,12,2,16.666666666666668,4,2025-03-26
559429_101hotels,12,7,58.333333333333336,17,2025-03-26
658141_101hotels,3,3,100.0,7,2025-03-26
650957_101hotels,26,16,61.53846153846154,66,2025-03-26
511615_101hotels,15,1,6.666666666666667,2,2025-03-26
7628_101hotels,64,2,3.125,4,2025-03-26
664549_101hotels,6,4,66.66666666666667,9,2025-03-26
670724_101hotels,9,9,100.0,22,2025-03-26
666682_101hotels,11,4,36.36363636363637,8,2025-03-26
653555_101hotels,9,17,188.88888888888889,42,2025-03-26
665248_101hotels,1,2,200.0,14,2025-03-26
659250_101hotels,25,16,64.0,46,2025-03-26
9509_101hotels,23,6,26.08695652173913,12,2025-03-26
4324_101hotels,80,16,20.0,34,2025-03-26
514670_101hotels,14,6,42.857142857142854,12,2025-03-26
650200_101hotels,19,16,84.21052631578948,47,2025-03-26
10553_101hotels,15,8,53.333333333333336,18,2025-03-26
658131_101hotels,7,6,85.71428571428571,24,2025-03-26
15486_101hotels,22,10,45.45454545454545,20,2025-03-26
10535_101hotels,15,5,33.333333333333336,13,2025-03-26
625719_101hotels,7,8,114.28571428571429,23,2025-03-26
659075_101hotels,30,8,26.666666666666668,16,2025-03-26
660481_101hotels,17,16,94.11764705882354,33,2025-03-26
670516_101hotels,35,15,42.857142857142854,30,2025-03-26
10562_101hotels,12,7,58.333333333333336,49,2025-03-26
667475_101hotels,72,36,50.0,72,2025-03-26
671631_101hotels,12,3,25.0,9,2025-03-26
411742_101hotels,27,23,85.18518518518519,46,2025-03-26
10564_101hotels,10,7,70.0,16,2025-03-26
33872_101hotels,22,20,90.9090909090909,56,2025-03-26
140778_101hotels,128,19,14.84375,38,2025-03-26
224_101hotels,163,58,35.58282208588957,116,2025-03-26
220_101hotels,280,24,8.571428571428571,48,2025-03-26
2397_101hotels,208,7,3.3653846153846154,14,2025-03-26
189360_101hotels,16,9,56.25,17,2025-03-26
671064_101hotels,28,21,75.0,41,2025-03-26
13173_101hotels,120,47,39.166666666666664,94,2025-03-26
560072_101hotels,73,2,2.73972602739726,4,2025-03-26
14080_101hotels,30,17,56.666666666666664,32,2025-03-26
17090_101hotels,21,11,52.38095238095238,21,2025-03-26
560073_101hotels,44,3,6.818181818181818,6,2025-03-26
100517_101hotels,23,9,39.130434782608695,18,2025-03-26
654278_101hotels,30,13,43.333333333333336,29,2025-03-26
666434_101hotels,24,14,58.333333333333336,28,2025-03-26
7178_101hotels,35,16,45.714285714285715,27,2025-03-26
485323_101hotels,25,6,24.0,13,2025-03-26
1970_101hotels,23,9,39.130434782608695,28,2025-03-26
556415_101hotels,40,14,35.0,28,2025-03-26
663295_101hotels,104,50,48.07692307692308,100,2025-03-26
226_101hotels,68,5,7.352941176470588,10,2025-03-26
230_101hotels,56,5,8.928571428571429,10,2025-03-26
4398_101hotels,21,14,66.66666666666667,36,2025-03-26
10621_101hotels,12,1,8.333333333333334,4,2025-03-26
13519_101hotels,48,9,18.75,16,2025-03-26
7190_101hotels,23,18,78.26086956521739,32,2025-03-26
406989_101hotels,48,4,8.333333333333334,8,2025-03-26
662868_101hotels,3,2,66.66666666666667,4,2025-03-26
669898_101hotels,1,1,100.0,4,2025-03-26
462906_101hotels,31,22,70.96774193548387,83,2025-03-26
8802_101hotels,19,3,15.789473684210526,7,2025-03-26
666294_101hotels,6,3,50.0,23,2025-03-26
670640_101hotels,2,2,100.0,4,2025-03-26
4060_101hotels,14,5,35.714285714285715,11,2025-03-26
510819_101hotels,8,3,37.5,76,2025-03-26
14164_101hotels,7,4,57.142857142857146,16,2025-03-26
481664_101hotels,13,3,23.076923076923077,8,2025-03-26
29907_101hotels,26,4,15.384615384615385,8,2025-03-26
653724_101hotels,6,2,33.333333333333336,4,2025-03-26
655564_101hotels,11,9,81.81818181818181,18,2025-03-26
227_101hotels,64,52,81.25,84,2025-03-26
610841_101hotels,10,8,80.0,22,2025-03-26
