id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date
15210_101hotels,12,1,8.333333333333334,2,2025-03-24
654408_101hotels,5,7,140.0,32,2025-03-24
227948_101hotels,25,12,48.0,28,2025-03-24
15206_101hotels,37,13,35.13513513513514,26,2025-03-24
496528_101hotels,55,37,67.27272727272727,74,2025-03-24
650956_101hotels,30,22,73.33333333333333,49,2025-03-24
668080_101hotels,13,10,76.92307692307692,20,2025-03-24
249578_101hotels,28,8,28.571428571428573,18,2025-03-24
15192_101hotels,99,9,9.090909090909092,22,2025-03-24
458938_101hotels,45,28,62.22222222222222,61,2025-03-24
559466_101hotels,52,52,100.0,120,2025-03-24
570584_101hotels,4,4,100.0,14,2025-03-24
653669_101hotels,30,14,46.666666666666664,28,2025-03-24
13185_101hotels,25,4,16.0,12,2025-03-24
79583_101hotels,11,3,27.272727272727273,17,2025-03-24
609283_101hotels,4,4,100.0,15,2025-03-24
651246_101hotels,14,9,64.28571428571429,18,2025-03-24
559442_101hotels,12,11,91.66666666666667,27,2025-03-24
559429_101hotels,12,5,41.666666666666664,12,2025-03-24
658141_101hotels,3,3,100.0,7,2025-03-24
650957_101hotels,26,14,53.84615384615385,61,2025-03-24
495572_101hotels,16,3,18.75,6,2025-03-24
511615_101hotels,15,6,40.0,12,2025-03-24
7628_101hotels,64,2,3.125,4,2025-03-24
664549_101hotels,6,4,66.66666666666667,9,2025-03-24
670724_101hotels,9,8,88.88888888888889,18,2025-03-24
6479_101hotels,51,2,3.9215686274509802,3,2025-03-24
666682_101hotels,11,3,27.272727272727273,6,2025-03-24
653555_101hotels,9,15,166.66666666666666,36,2025-03-24
665248_101hotels,1,2,200.0,14,2025-03-24
659250_101hotels,25,9,36.0,13,2025-03-24
8209_101hotels,31,3,9.67741935483871,8,2025-03-24
9509_101hotels,23,6,26.08695652173913,12,2025-03-24
658332_101hotels,12,1,8.333333333333334,2,2025-03-24
2136_101hotels,11,1,9.090909090909092,1,2025-03-24
4324_101hotels,80,20,25.0,45,2025-03-24
514670_101hotels,14,9,64.28571428571429,18,2025-03-24
650200_101hotels,19,15,78.94736842105263,44,2025-03-24
10553_101hotels,15,11,73.33333333333333,24,2025-03-24
658131_101hotels,7,2,28.571428571428573,8,2025-03-24
15486_101hotels,22,10,45.45454545454545,20,2025-03-24
10535_101hotels,15,6,40.0,16,2025-03-24
625719_101hotels,7,4,57.142857142857146,15,2025-03-24
659075_101hotels,30,7,23.333333333333332,14,2025-03-24
660481_101hotels,17,16,94.11764705882354,33,2025-03-24
652511_101hotels,9,6,66.66666666666667,16,2025-03-24
670516_101hotels,35,15,42.857142857142854,30,2025-03-24
10562_101hotels,12,6,50.0,46,2025-03-24
667475_101hotels,72,50,69.44444444444444,100,2025-03-24
671631_101hotels,12,3,25.0,9,2025-03-24
411742_101hotels,27,24,88.88888888888889,48,2025-03-24
10564_101hotels,10,7,70.0,18,2025-03-24
33872_101hotels,22,22,100.0,62,2025-03-24
140778_101hotels,128,22,17.1875,44,2025-03-24
224_101hotels,163,26,15.950920245398773,52,2025-03-24
220_101hotels,280,19,6.785714285714286,37,2025-03-24
2397_101hotels,208,20,9.615384615384615,40,2025-03-24
189360_101hotels,16,10,62.5,21,2025-03-24
671064_101hotels,28,23,82.14285714285714,45,2025-03-24
13173_101hotels,120,74,61.666666666666664,148,2025-03-24
560072_101hotels,73,21,28.767123287671232,42,2025-03-24
6013_101hotels,28,1,3.5714285714285716,2,2025-03-24
14080_101hotels,30,17,56.666666666666664,31,2025-03-24
17090_101hotels,21,7,33.333333333333336,13,2025-03-24
421457_101hotels,40,12,30.0,24,2025-03-24
560073_101hotels,44,14,31.818181818181817,27,2025-03-24
100517_101hotels,23,13,56.52173913043478,26,2025-03-24
654278_101hotels,30,14,46.666666666666664,31,2025-03-24
666434_101hotels,24,6,25.0,12,2025-03-24
7178_101hotels,35,4,11.428571428571429,5,2025-03-24
485323_101hotels,25,16,64.0,34,2025-03-24
1970_101hotels,23,7,30.434782608695652,21,2025-03-24
663295_101hotels,104,50,48.07692307692308,100,2025-03-24
226_101hotels,68,14,20.58823529411765,29,2025-03-24
230_101hotels,56,16,28.571428571428573,30,2025-03-24
4398_101hotels,21,13,61.904761904761905,42,2025-03-24
10621_101hotels,12,1,8.333333333333334,3,2025-03-24
13519_101hotels,48,9,18.75,16,2025-03-24
7190_101hotels,23,19,82.6086956521739,33,2025-03-24
406989_101hotels,48,30,62.5,60,2025-03-24
662868_101hotels,3,2,66.66666666666667,4,2025-03-24
669898_101hotels,1,1,100.0,4,2025-03-24
14970_101hotels,26,2,7.6923076923076925,11,2025-03-24
462906_101hotels,31,21,67.74193548387096,80,2025-03-24
666294_101hotels,6,2,33.333333333333336,19,2025-03-24
654635_101hotels,4,2,50.0,4,2025-03-24
4060_101hotels,14,10,71.42857142857143,22,2025-03-24
510819_101hotels,8,3,37.5,68,2025-03-24
14164_101hotels,7,5,71.42857142857143,18,2025-03-24
29907_101hotels,26,5,19.23076923076923,10,2025-03-24
653724_101hotels,6,2,33.333333333333336,6,2025-03-24
655564_101hotels,11,10,90.9090909090909,20,2025-03-24
227_101hotels,64,29,45.3125,48,2025-03-24
610841_101hotels,10,8,80.0,22,2025-03-24
7027_101hotels,10,3,30.0,8,2025-03-24
4397_101hotels,14,2,14.285714285714286,4,2025-03-24
662866_101hotels,6,4,66.66666666666667,8,2025-03-24
514851_101hotels,39,22,56.41025641025641,55,2025-03-24
662650_101hotels,7,5,71.42857142857143,22,2025-03-24
667678_101hotels,1,1,100.0,2,2025-03-24
670249_101hotels,2,2,100.0,4,2025-03-24
378505_101hotels,7,7,100.0,33,2025-03-24
658204_101hotels,5,1,20.0,4,2025-03-24
231_101hotels,58,5,8.620689655172415,10,2025-03-24
654332_101hotels,11,3,27.272727272727273,6,2025-03-24
514581_101hotels,7,2,28.571428571428573,3,2025-03-24
14127_101hotels,9,2,22.22222222222222,5,2025-03-24
666722_101hotels,7,1,14.285714285714286,3,2025-03-24
669236_101hotels,7,2,28.571428571428573,4,2025-03-24
650983_101hotels,7,5,71.42857142857143,18,2025-03-24
560074_101hotels,23,6,26.08695652173913,9,2025-03-24
9536_101hotels,16,13,81.25,23,2025-03-24
485325_101hotels,18,14,77.77777777777777,40,2025-03-24
10672_101hotels,6,4,66.66666666666667,18,2025-03-24
655207_101hotels,1,1,100.0,4,2025-03-24
658938_101hotels,2,1,50.0,2,2025-03-24
670703_101hotels,3,1,33.333333333333336,2,2025-03-24
660799_101hotels,7,7,100.0,46,2025-03-24
6855_101hotels,27,6,22.22222222222222,11,2025-03-24
514527_101hotels,15,5,33.333333333333336,6,2025-03-24
658823_101hotels,5,2,40.0,8,2025-03-24
660703_101hotels,3,3,100.0,6,2025-03-24
661097_101hotels,18,11,61.111111111111114,51,2025-03-24
663773_101hotels,12,9,75.0,18,2025-03-24
653874_101hotels,4,1,25.0,4,2025-03-24
221_101hotels,58,8,13.793103448275861,16,2025-03-24
605_101hotels,67,6,8.955223880597014,12,2025-03-24
14079_101hotels,23,10,43.47826086956522,20,2025-03-24
48009_101hotels,84,41,48.80952380952381,82,2025-03-24
421726_101hotels,12,5,41.666666666666664,6,2025-03-24
559557_101hotels,30,4,13.333333333333334,6,2025-03-24
669566_101hotels,25,5,20.0,7,2025-03-24
651714_101hotels,9,7,77.77777777777777,20,2025-03-24
669748_101hotels,8,5,62.5,9,2025-03-24
671748_101hotels,1,1,100.0,4,2025-03-24
668236_101hotels,3,2,66.66666666666667,8,2025-03-24
665625_101hotels,7,5,71.42857142857143,20,2025-03-24
9394_101hotels,92,7,7.608695652173913,12,2025-03-24
