id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date,min_price
496528_101hotels,55,10,18.181818181818183,20,2026-03-08,8500
227948_101hotels,25,2,8.0,5,2026-03-08,21060
668080_101hotels,13,1,7.6923076923076925,2,2026-03-08,14000
249578_101hotels,28,8,28.571428571428573,30,2026-03-08,8000
15206_101hotels,37,5,13.513513513513514,10,2026-03-08,16500
675975_101hotels,10,4,40.0,8,2026-03-08,12000
496517_101hotels,15,3,20.0,7,2026-03-08,14500
15192_101hotels,99,6,6.0606060606060606,12,2026-03-08,13210
15210_101hotels,12,2,16.666666666666668,8,2026-03-08,7600
458938_101hotels,45,7,15.555555555555555,17,2026-03-08,19200
570584_101hotels,4,3,75.0,10,2026-03-08,8000
609203_101hotels,20,1,5.0,2,2026-03-08,7600
650956_101hotels,30,10,33.333333333333336,25,2026-03-08,8300
632322_101hotels,16,5,31.25,10,2026-03-08,7100
13175_101hotels,10,4,40.0,10,2026-03-08,7700
13176_101hotels,10,10,100.0,20,2026-03-08,8000
188946_101hotels,58,1,1.7241379310344827,2,2026-03-08,4500
609283_101hotels,4,3,75.0,11,2026-03-08,2300
64543_101hotels,6,7,116.66666666666667,26,2026-03-08,8300
651246_101hotels,13,7,53.84615384615385,18,2026-03-08,1800
559429_101hotels,8,7,87.5,17,2026-03-08,2699
559442_101hotels,12,1,8.333333333333334,2,2026-03-08,4100
650957_101hotels,26,18,69.23076923076923,71,2026-03-08,1900
495572_101hotels,16,5,31.25,14,2026-03-08,4675
671037_101hotels,25,2,8.0,4,2026-03-08,10000
670724_101hotels,9,1,11.11111111111111,2,2026-03-08,10000
653555_101hotels,9,9,100.0,20,2026-03-08,4500
665248_101hotels,1,2,200.0,14,2026-03-08,6900
659250_101hotels,27,17,62.96296296296296,161,2026-03-08,800
658332_101hotels,12,7,58.333333333333336,13,2026-03-08,4390
2136_101hotels,11,9,81.81818181818181,16,2026-03-08,4500
9509_101hotels,23,17,73.91304347826087,34,2026-03-08,7400
14077_101hotels,45,5,11.11111111111111,10,2026-03-08,9300
8209_101hotels,31,26,83.87096774193549,56,2026-03-08,3800
4324_101hotels,75,1,1.3333333333333333,1,2026-03-08,10810
610848_101hotels,30,11,36.666666666666664,21,2026-03-08,9000
658131_101hotels,7,2,28.571428571428573,8,2026-03-08,7500
10535_101hotels,15,2,13.333333333333334,6,2026-03-08,6500
10562_101hotels,12,3,25.0,6,2026-03-08,8000
15486_101hotels,22,10,45.45454545454545,20,2026-03-08,5900
33872_101hotels,22,12,54.54545454545455,32,2026-03-08,17226
219_101hotels,26,12,46.15384615384615,22,2026-03-08,11000
2270_101hotels,87,7,8.045977011494253,11,2026-03-08,3400
2273_101hotels,145,22,15.172413793103448,44,2026-03-08,5200
560073_101hotels,44,3,6.818181818181818,4,2026-03-08,5400
220_101hotels,280,31,11.071428571428571,34,2026-03-08,5250
660799_101hotels,7,7,100.0,308,2026-03-08,810
227_101hotels,64,43,67.1875,69,2026-03-08,6300
189360_101hotels,16,6,37.5,12,2026-03-08,3790
6013_101hotels,28,13,46.42857142857143,27,2026-03-08,5520
17090_101hotels,21,1,4.761904761904762,1,2026-03-08,5355
14172_101hotels,38,1,2.6315789473684212,51,2026-03-08,1800
560072_101hotels,73,39,53.42465753424658,78,2026-03-08,9400
10621_101hotels,12,4,33.333333333333336,8,2026-03-08,3000
222_101hotels,30,7,23.333333333333332,14,2026-03-08,5200
4398_101hotels,21,14,66.66666666666667,41,2026-03-08,1150
6855_101hotels,27,16,59.25925925925926,32,2026-03-08,4400
650983_101hotels,7,7,100.0,36,2026-03-08,800
29907_101hotels,26,4,15.384615384615385,8,2026-03-08,5130
421457_101hotels,40,20,50.0,39,2026-03-08,6700
556415_101hotels,40,1,2.5,2,2026-03-08,70875
14080_101hotels,30,16,53.333333333333336,30,2026-03-08,3350
14164_101hotels,7,7,100.0,70,2026-03-08,680
655480_101hotels,10,5,50.0,11,2026-03-08,3500
14970_101hotels,26,14,53.84615384615385,45,2026-03-08,1500
666215_101hotels,5,1,20.0,2,2026-03-08,3705
