id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date
13519_101hotels,48,8,16.666666666666668,12,2025-03-30
7190_101hotels,23,18,78.26086956521739,33,2025-03-30
406989_101hotels,48,29,60.416666666666664,58,2025-03-30
662868_101hotels,3,2,66.66666666666667,4,2025-03-30
669898_101hotels,1,1,100.0,4,2025-03-30
14970_101hotels,26,5,19.23076923076923,20,2025-03-30
462906_101hotels,31,7,22.580645161290324,27,2025-03-30
8802_101hotels,19,2,10.526315789473685,4,2025-03-30
666294_101hotels,6,4,66.66666666666667,31,2025-03-30
670640_101hotels,2,2,100.0,4,2025-03-30
654635_101hotels,4,3,75.0,6,2025-03-30
4060_101hotels,14,10,71.42857142857143,20,2025-03-30
510819_101hotels,8,3,37.5,76,2025-03-30
14164_101hotels,7,3,42.857142857142854,12,2025-03-30
656186_101hotels,1,1,100.0,4,2025-03-30
481664_101hotels,13,5,38.46153846153846,18,2025-03-30
653724_101hotels,6,3,50.0,8,2025-03-30
655564_101hotels,11,7,63.63636363636363,14,2025-03-30
227_101hotels,64,65,101.5625,103,2025-03-30
610841_101hotels,10,9,90.0,23,2025-03-30
7027_101hotels,10,4,40.0,14,2025-03-30
4397_101hotels,14,10,71.42857142857143,20,2025-03-30
662866_101hotels,6,3,50.0,6,2025-03-30
514851_101hotels,39,22,56.41025641025641,55,2025-03-30
669211_101hotels,1,1,100.0,4,2025-03-30
662650_101hotels,7,4,57.142857142857146,20,2025-03-30
649990_101hotels,12,9,75.0,16,2025-03-30
666214_101hotels,2,2,100.0,4,2025-03-30
667604_101hotels,1,1,100.0,2,2025-03-30
670249_101hotels,2,2,100.0,4,2025-03-30
658204_101hotels,5,3,60.0,8,2025-03-30
231_101hotels,58,7,12.068965517241379,14,2025-03-30
654332_101hotels,11,5,45.45454545454545,9,2025-03-30
514581_101hotels,7,3,42.857142857142854,6,2025-03-30
669608_101hotels,6,5,83.33333333333333,27,2025-03-30
14127_101hotels,9,2,22.22222222222222,5,2025-03-30
666722_101hotels,7,3,42.857142857142854,8,2025-03-30
669236_101hotels,7,4,57.142857142857146,8,2025-03-30
650983_101hotels,7,4,57.142857142857146,12,2025-03-30
560074_101hotels,23,5,21.73913043478261,8,2025-03-30
9536_101hotels,16,9,56.25,17,2025-03-30
485325_101hotels,18,16,88.88888888888889,44,2025-03-30
10672_101hotels,6,5,83.33333333333333,14,2025-03-30
655207_101hotels,1,1,100.0,4,2025-03-30
667749_101hotels,3,1,33.333333333333336,2,2025-03-30
667679_101hotels,1,1,100.0,1,2025-03-30
670102_101hotels,1,1,100.0,6,2025-03-30
669838_101hotels,3,1,33.333333333333336,2,2025-03-30
670703_101hotels,3,2,66.66666666666667,4,2025-03-30
660799_101hotels,7,1,14.285714285714286,2,2025-03-30
6855_101hotels,27,19,70.37037037037037,44,2025-03-30
514527_101hotels,15,10,66.66666666666667,15,2025-03-30
658823_101hotels,5,3,60.0,10,2025-03-30
658692_101hotels,7,1,14.285714285714286,1,2025-03-30
660703_101hotels,3,3,100.0,6,2025-03-30
663773_101hotels,12,13,108.33333333333333,26,2025-03-30
653874_101hotels,4,3,75.0,8,2025-03-30
218_101hotels,10,2,20.0,4,2025-03-30
221_101hotels,58,11,18.96551724137931,21,2025-03-30
605_101hotels,67,4,5.970149253731344,8,2025-03-30
14079_101hotels,23,14,60.869565217391305,30,2025-03-30
48009_101hotels,84,70,83.33333333333333,140,2025-03-30
421726_101hotels,12,10,83.33333333333333,12,2025-03-30
559557_101hotels,30,5,16.666666666666668,7,2025-03-30
669566_101hotels,25,5,20.0,7,2025-03-30
651714_101hotels,9,7,77.77777777777777,20,2025-03-30
6433_101hotels,13,10,76.92307692307692,21,2025-03-30
669748_101hotels,8,7,87.5,14,2025-03-30
671641_101hotels,1,1,100.0,4,2025-03-30
671748_101hotels,1,1,100.0,4,2025-03-30
672185_101hotels,1,1,100.0,2,2025-03-30
668236_101hotels,3,1,33.333333333333336,4,2025-03-30
665625_101hotels,7,7,100.0,28,2025-03-30
9394_101hotels,92,34,36.95652173913044,39,2025-03-30
