id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date,min_price
559466_101hotels,52,49,94.23076923076923,114,2026-04-17,7500.0
227948_101hotels,25,12,48.0,28,2026-04-17,8100.0
609196_101hotels,2,2,100.0,12,2026-04-17,11900.0
570584_101hotels,4,4,100.0,14,2026-04-17,8000.0
458938_101hotels,66,13,19.696969696969695,34,2026-04-17,16000.0
15210_101hotels,12,14,116.66666666666667,42,2026-04-17,4000.0
673191_101hotels,8,8,100.0,16,2026-04-17,8500.0
15192_101hotels,99,12,12.121212121212121,28,2026-04-17,9200.0
650956_101hotels,30,8,26.666666666666668,16,2026-04-17,10000.0
13175_101hotels,10,11,110.0,30,2026-04-17,3500.0
671803_101hotels,2,2,100.0,18,2026-04-17,12000.0
13176_101hotels,10,10,100.0,20,2026-04-17,5000.0
188946_101hotels,58,50,86.20689655172414,125,2026-04-17,4500.0
609283_101hotels,4,4,100.0,15,2026-04-17,2300.0
64543_101hotels,6,7,116.66666666666667,26,2026-04-17,7100.0
651246_101hotels,13,7,53.84615384615385,18,2026-04-17,1800.0
658141_101hotels,3,3,100.0,7,2026-04-17,2400.0
559429_101hotels,8,4,50.0,11,2026-04-17,1999.0
559442_101hotels,12,11,91.66666666666667,27,2026-04-17,2400.0
7628_101hotels,64,5,7.8125,10,2026-04-17,5050.0
511615_101hotels,15,14,93.33333333333333,30,2026-04-17,3800.0
3365_101hotels,32,12,37.5,32,2026-04-17,8200.0
670724_101hotels,9,9,100.0,23,2026-04-17,4425.0
495572_101hotels,16,4,25.0,15,2026-04-17,2675.0
495574_101hotels,9,8,88.88888888888889,36,2026-04-17,4500.0
650957_101hotels,26,23,88.46153846153847,84,2026-04-17,1900.0
671037_101hotels,25,23,92.0,46,2026-04-17,8000.0
672860_101hotels,10,10,100.0,20,2026-04-17,10000.0
6479_101hotels,51,1,1.9607843137254901,1,2026-04-17,3450.0
666682_101hotels,11,11,100.0,36,2026-04-17,15000.0
665248_101hotels,1,1,100.0,11,2026-04-17,19550.0
652285_101hotels,7,7,100.0,14,2026-04-17,12000.0
14077_101hotels,45,1,2.2222222222222223,2,2026-04-17,8200.0
8209_101hotels,31,4,12.903225806451612,8,2026-04-17,3800.0
659250_101hotels,27,11,40.74074074074074,155,2026-04-17,800.0
2136_101hotels,11,3,27.272727272727273,4,2026-04-17,4500.0
9509_101hotels,23,12,52.17391304347826,24,2026-04-17,7400.0
670516_101hotels,35,24,68.57142857142857,48,2026-04-17,7100.0
10562_101hotels,12,10,83.33333333333333,22,2026-04-17,4900.0
514670_101hotels,14,9,64.28571428571429,20,2026-04-17,4000.0
650200_101hotels,19,18,94.73684210526316,51,2026-04-17,2000.0
658131_101hotels,7,6,85.71428571428571,24,2026-04-17,4000.0
4324_101hotels,75,31,41.333333333333336,63,2026-04-17,6300.0
671631_101hotels,12,12,100.0,30,2026-04-17,5500.0
659075_101hotels,15,12,80.0,26,2026-04-17,5000.0
10553_101hotels,15,14,93.33333333333333,30,2026-04-17,4500.0
652826_101hotels,11,11,100.0,25,2026-04-17,3500.0
422965_101hotels,1,1,100.0,2,2026-04-17,5200.0
610848_101hotels,30,29,96.66666666666667,53,2026-04-17,8000.0
625719_101hotels,7,8,114.28571428571429,20,2026-04-17,5500.0
15490_101hotels,18,10,55.55555555555556,20,2026-04-17,6000.0
10535_101hotels,15,6,40.0,16,2026-04-17,5000.0
652511_101hotels,9,7,77.77777777777777,18,2026-04-17,2200.0
15486_101hotels,22,11,50.0,22,2026-04-17,4300.0
667475_101hotels,72,59,81.94444444444444,118,2026-04-17,9000.0
411742_101hotels,27,25,92.5925925925926,50,2026-04-17,5610.0
2270_101hotels,87,8,9.195402298850574,13,2026-04-17,3400.0
219_101hotels,26,17,65.38461538461539,31,2026-04-17,9100.0
10564_101hotels,10,7,70.0,16,2026-04-17,5600.0
33872_101hotels,22,21,95.45454545454545,58,2026-04-17,14500.0
189360_101hotels,16,15,93.75,30,2026-04-17,3030.0
2273_101hotels,145,20,13.793103448275861,40,2026-04-17,5200.0
556415_101hotels,40,17,42.5,34,2026-04-17,20500.0
220_101hotels,280,50,17.857142857142858,78,2026-04-17,4250.0
4398_101hotels,21,13,61.904761904761905,28,2026-04-17,2000.0
671064_101hotels,28,5,17.857142857142858,10,2026-04-17,5500.0
230_101hotels,56,15,26.785714285714285,27,2026-04-17,3280.0
560072_101hotels,150,103,68.66666666666667,206,2026-04-17,5000.0
10621_101hotels,12,2,16.666666666666668,6,2026-04-17,2700.0
7178_101hotels,35,19,54.285714285714285,35,2026-04-17,3690.0
6013_101hotels,28,10,35.714285714285715,23,2026-04-17,3531.0
13173_101hotels,120,62,51.666666666666664,124,2026-04-17,4191.75
224_101hotels,163,122,74.84662576687117,244,2026-04-17,4900.0
226_101hotels,63,36,57.142857142857146,59,2026-04-17,4900.0
510819_101hotels,8,7,87.5,60,2026-04-17,1200.0
378505_101hotels,7,5,71.42857142857143,59,2026-04-17,807.5
669236_101hotels,7,2,28.571428571428573,4,2026-04-17,2700.0
462906_101hotels,31,16,51.61290322580645,63,2026-04-17,2550.0
