id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date
15210_101hotels,12,2,16.666666666666668,4,2025-03-31
654408_101hotels,5,9,180.0,40,2025-03-31
227948_101hotels,25,9,36.0,22,2025-03-31
15206_101hotels,37,36,97.29729729729729,74,2025-03-31
650956_101hotels,30,29,96.66666666666667,63,2025-03-31
15192_101hotels,99,12,12.121212121212121,28,2025-03-31
458938_101hotels,45,27,60.0,58,2025-03-31
559466_101hotels,52,52,100.0,120,2025-03-31
570584_101hotels,4,4,100.0,14,2025-03-31
653669_101hotels,30,16,53.333333333333336,32,2025-03-31
13185_101hotels,25,4,16.0,12,2025-03-31
79583_101hotels,11,5,45.45454545454545,25,2025-03-31
188946_101hotels,58,22,37.93103448275862,54,2025-03-31
609283_101hotels,4,4,100.0,15,2025-03-31
651246_101hotels,14,10,71.42857142857143,22,2025-03-31
559442_101hotels,12,12,100.0,29,2025-03-31
559429_101hotels,12,7,58.333333333333336,17,2025-03-31
658141_101hotels,3,3,100.0,7,2025-03-31
650957_101hotels,26,19,73.07692307692308,75,2025-03-31
511615_101hotels,15,11,73.33333333333333,22,2025-03-31
7628_101hotels,64,6,9.375,12,2025-03-31
664549_101hotels,6,4,66.66666666666667,9,2025-03-31
670724_101hotels,9,8,88.88888888888889,20,2025-03-31
666682_101hotels,11,3,27.272727272727273,6,2025-03-31
653555_101hotels,9,17,188.88888888888889,40,2025-03-31
665248_101hotels,1,2,200.0,14,2025-03-31
659250_101hotels,25,19,76.0,52,2025-03-31
8209_101hotels,31,3,9.67741935483871,8,2025-03-31
9509_101hotels,23,13,56.52173913043478,26,2025-03-31
658332_101hotels,12,9,75.0,15,2025-03-31
2136_101hotels,11,4,36.36363636363637,4,2025-03-31
4324_101hotels,80,42,52.5,90,2025-03-31
514670_101hotels,14,10,71.42857142857143,20,2025-03-31
650200_101hotels,19,18,94.73684210526316,51,2025-03-31
10553_101hotels,15,12,80.0,24,2025-03-31
658131_101hotels,7,6,85.71428571428571,24,2025-03-31
10535_101hotels,15,6,40.0,16,2025-03-31
625719_101hotels,7,7,100.0,15,2025-03-31
659075_101hotels,30,8,26.666666666666668,16,2025-03-31
660481_101hotels,17,17,100.0,35,2025-03-31
652511_101hotels,9,6,66.66666666666667,16,2025-03-31
670516_101hotels,35,18,51.42857142857143,36,2025-03-31
10562_101hotels,12,12,100.0,60,2025-03-31
667475_101hotels,72,66,91.66666666666667,132,2025-03-31
671631_101hotels,12,3,25.0,9,2025-03-31
411742_101hotels,27,26,96.29629629629629,52,2025-03-31
10564_101hotels,10,8,80.0,20,2025-03-31
33872_101hotels,22,21,95.45454545454545,59,2025-03-31
140778_101hotels,128,28,21.875,56,2025-03-31
224_101hotels,163,87,53.374233128834355,174,2025-03-31
220_101hotels,280,81,28.928571428571427,144,2025-03-31
2397_101hotels,208,57,27.403846153846153,114,2025-03-31
189360_101hotels,16,5,31.25,11,2025-03-31
671064_101hotels,28,25,89.28571428571429,49,2025-03-31
13173_101hotels,120,41,34.166666666666664,82,2025-03-31
560072_101hotels,73,58,79.45205479452055,116,2025-03-31
6013_101hotels,28,6,21.428571428571427,12,2025-03-31
14080_101hotels,30,22,73.33333333333333,39,2025-03-31
17090_101hotels,21,2,9.523809523809524,4,2025-03-31
222_101hotels,30,7,23.333333333333332,14,2025-03-31
421457_101hotels,40,22,55.0,44,2025-03-31
560073_101hotels,44,8,18.181818181818183,14,2025-03-31
100517_101hotels,23,22,95.65217391304348,44,2025-03-31
654278_101hotels,30,8,26.666666666666668,19,2025-03-31
666434_101hotels,24,16,66.66666666666667,32,2025-03-31
7178_101hotels,35,18,51.42857142857143,29,2025-03-31
485323_101hotels,25,18,72.0,38,2025-03-31
1970_101hotels,23,5,21.73913043478261,10,2025-03-31
556415_101hotels,40,21,52.5,42,2025-03-31
