id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date
668080_101hotels,13,10,76.92307692307692,20,2025-04-02
654408_101hotels,5,9,180.0,40,2025-04-02
15192_101hotels,99,11,11.11111111111111,26,2025-04-02
496528_101hotels,55,15,27.272727272727273,30,2025-04-02
653669_101hotels,30,16,53.333333333333336,32,2025-04-02
249578_101hotels,28,8,28.571428571428573,18,2025-04-02
650956_101hotels,30,29,96.66666666666667,63,2025-04-02
227948_101hotels,25,9,36.0,21,2025-04-02
570584_101hotels,4,4,100.0,14,2025-04-02
15210_101hotels,12,2,16.666666666666668,4,2025-04-02
15206_101hotels,37,11,29.72972972972973,22,2025-04-02
458938_101hotels,45,34,75.55555555555556,73,2025-04-02
559466_101hotels,52,52,100.0,120,2025-04-02
79583_101hotels,11,5,45.45454545454545,25,2025-04-02
188946_101hotels,58,22,37.93103448275862,54,2025-04-02
609283_101hotels,4,4,100.0,15,2025-04-02
64543_101hotels,6,7,116.66666666666667,26,2025-04-02
651246_101hotels,14,9,64.28571428571429,19,2025-04-02
559442_101hotels,12,11,91.66666666666667,27,2025-04-02
559429_101hotels,12,6,50.0,15,2025-04-02
658141_101hotels,3,3,100.0,7,2025-04-02
511615_101hotels,15,7,46.666666666666664,14,2025-04-02
650957_101hotels,26,19,73.07692307692308,75,2025-04-02
495572_101hotels,16,3,18.75,6,2025-04-02
664549_101hotels,6,4,66.66666666666667,9,2025-04-02
670724_101hotels,9,8,88.88888888888889,20,2025-04-02
6479_101hotels,51,1,1.9607843137254901,2,2025-04-02
7628_101hotels,64,6,9.375,12,2025-04-02
666682_101hotels,11,3,27.272727272727273,6,2025-04-02
653555_101hotels,9,18,200.0,44,2025-04-02
665248_101hotels,1,2,200.0,14,2025-04-02
659250_101hotels,25,19,76.0,51,2025-04-02
9509_101hotels,23,11,47.82608695652174,22,2025-04-02
658332_101hotels,12,8,66.66666666666667,15,2025-04-02
2136_101hotels,11,4,36.36363636363637,4,2025-04-02
8209_101hotels,31,3,9.67741935483871,8,2025-04-02
4324_101hotels,80,25,31.25,52,2025-04-02
514670_101hotels,14,9,64.28571428571429,18,2025-04-02
650200_101hotels,19,18,94.73684210526316,51,2025-04-02
10553_101hotels,15,14,93.33333333333333,30,2025-04-02
658131_101hotels,7,7,100.0,28,2025-04-02
10535_101hotels,15,6,40.0,16,2025-04-02
667475_101hotels,72,63,87.5,126,2025-04-02
670516_101hotels,35,23,65.71428571428571,46,2025-04-02
625719_101hotels,7,5,71.42857142857143,11,2025-04-02
659075_101hotels,30,8,26.666666666666668,16,2025-04-02
660481_101hotels,17,17,100.0,35,2025-04-02
671631_101hotels,12,3,25.0,9,2025-04-02
652511_101hotels,9,6,66.66666666666667,16,2025-04-02
10562_101hotels,12,10,83.33333333333333,54,2025-04-02
411742_101hotels,27,13,48.148148148148145,26,2025-04-02
10564_101hotels,10,8,80.0,20,2025-04-02
33872_101hotels,22,21,95.45454545454545,60,2025-04-02
140778_101hotels,128,20,15.625,40,2025-04-02
224_101hotels,163,80,49.079754601226995,160,2025-04-02
220_101hotels,280,52,18.571428571428573,99,2025-04-02
2397_101hotels,208,26,12.5,52,2025-04-02
189360_101hotels,16,11,68.75,24,2025-04-02
671064_101hotels,28,18,64.28571428571429,35,2025-04-02
13173_101hotels,120,34,28.333333333333332,68,2025-04-02
560072_101hotels,73,16,21.91780821917808,32,2025-04-02
6013_101hotels,28,7,25.0,15,2025-04-02
14080_101hotels,30,24,80.0,43,2025-04-02
17090_101hotels,21,5,23.80952380952381,10,2025-04-02
421457_101hotels,40,23,57.5,46,2025-04-02
560073_101hotels,44,8,18.181818181818183,15,2025-04-02
100517_101hotels,23,13,56.52173913043478,26,2025-04-02
654278_101hotels,30,1,3.3333333333333335,2,2025-04-02
666434_101hotels,24,13,54.166666666666664,26,2025-04-02
7178_101hotels,35,18,51.42857142857143,29,2025-04-02
485323_101hotels,25,12,48.0,26,2025-04-02
1970_101hotels,23,15,65.21739130434783,40,2025-04-02
556415_101hotels,40,13,32.5,26,2025-04-02
663295_101hotels,104,53,50.96153846153846,106,2025-04-02
4398_101hotels,21,12,57.142857142857146,32,2025-04-02
6855_101hotels,27,4,14.814814814814815,8,2025-04-02
406989_101hotels,48,19,39.583333333333336,38,2025-04-02
378505_101hotels,7,6,85.71428571428571,29,2025-04-02
13519_101hotels,48,15,31.25,33,2025-04-02
9536_101hotels,16,10,62.5,18,2025-04-02
230_101hotels,56,11,19.642857142857142,22,2025-04-02
514851_101hotels,39,22,56.41025641025641,55,2025-04-02
14127_101hotels,9,4,44.44444444444444,8,2025-04-02
653724_101hotels,6,4,66.66666666666667,10,2025-04-02
654332_101hotels,11,3,27.272727272727273,6,2025-04-02
462906_101hotels,31,23,74.19354838709677,90,2025-04-02
231_101hotels,58,7,12.068965517241379,14,2025-04-02
669608_101hotels,6,2,33.333333333333336,5,2025-04-02
7027_101hotels,10,8,80.0,25,2025-04-02
662866_101hotels,6,2,33.333333333333336,4,2025-04-02
4060_101hotels,14,10,71.42857142857143,21,2025-04-02
14970_101hotels,26,5,19.23076923076923,20,2025-04-02
649990_101hotels,12,2,16.666666666666668,4,2025-04-02
670640_101hotels,2,1,50.0,2,2025-04-02
514527_101hotels,15,9,60.0,12,2025-04-02
653874_101hotels,4,3,75.0,6,2025-04-02
7190_101hotels,23,19,82.6086956521739,34,2025-04-02
29907_101hotels,26,5,19.23076923076923,10,2025-04-02
669898_101hotels,1,1,100.0,4,2025-04-02
667604_101hotels,1,1,100.0,2,2025-04-02
485325_101hotels,18,14,77.77777777777777,38,2025-04-02
14079_101hotels,23,14,60.869565217391305,30,2025-04-02
14164_101hotels,7,6,85.71428571428571,24,2025-04-02
653541_101hotels,12,1,8.333333333333334,1,2025-04-02
654635_101hotels,4,2,50.0,4,2025-04-02
607_101hotels,25,11,44.0,22,2025-04-02
667603_101hotels,1,1,100.0,2,2025-04-02
514581_101hotels,7,3,42.857142857142854,6,2025-04-02
510819_101hotels,8,3,37.5,60,2025-04-02
669838_101hotels,3,2,66.66666666666667,4,2025-04-02
218_101hotels,10,9,90.0,20,2025-04-02
656186_101hotels,1,1,100.0,4,2025-04-02
666722_101hotels,7,2,28.571428571428573,5,2025-04-02
10672_101hotels,6,5,83.33333333333333,19,2025-04-02
610841_101hotels,10,7,70.0,19,2025-04-02
670102_101hotels,1,1,100.0,6,2025-04-02
670703_101hotels,3,3,100.0,6,2025-04-02
670249_101hotels,2,1,50.0,2,2025-04-02
666215_101hotels,5,1,20.0,2,2025-04-02
667749_101hotels,3,1,33.333333333333336,2,2025-04-02
662868_101hotels,3,2,66.66666666666667,4,2025-04-02
669236_101hotels,7,4,57.142857142857146,8,2025-04-02
650983_101hotels,7,3,42.857142857142854,15,2025-04-02
660799_101hotels,7,3,42.857142857142854,19,2025-04-02
662650_101hotels,7,4,57.142857142857146,17,2025-04-02
658823_101hotels,5,3,60.0,10,2025-04-02
4397_101hotels,14,8,57.142857142857146,16,2025-04-02
666294_101hotels,6,2,33.333333333333336,26,2025-04-02
655145_101hotels,7,1,14.285714285714286,2,2025-04-02
655207_101hotels,1,1,100.0,4,2025-04-02
658938_101hotels,2,1,50.0,2,2025-04-02
665284_101hotels,1,1,100.0,5,2025-04-02
665411_101hotels,1,1,100.0,4,2025-04-02
665412_101hotels,1,1,100.0,6,2025-04-02
665413_101hotels,2,1,50.0,4,2025-04-02
665414_101hotels,3,3,100.0,10,2025-04-02
666214_101hotels,2,2,100.0,4,2025-04-02
667679_101hotels,1,1,100.0,1,2025-04-02
669211_101hotels,1,1,100.0,4,2025-04-02
669839_101hotels,1,1,100.0,2,2025-04-02
671748_101hotels,1,1,100.0,4,2025-04-02
227_101hotels,64,4,6.25,8,2025-04-02
658692_101hotels,7,3,42.857142857142854,7,2025-04-02
660703_101hotels,3,2,66.66666666666667,4,2025-04-02
663773_101hotels,12,14,116.66666666666667,28,2025-04-02
669748_101hotels,8,1,12.5,1,2025-04-02
670094_101hotels,1,1,100.0,6,2025-04-02
226_101hotels,68,9,13.235294117647058,21,2025-04-02
605_101hotels,67,14,20.895522388059703,28,2025-04-02
48009_101hotels,84,67,79.76190476190476,134,2025-04-02
421726_101hotels,12,10,83.33333333333333,12,2025-04-02
658204_101hotels,5,6,120.0,12,2025-04-02
661097_101hotels,18,11,61.111111111111114,51,2025-04-02
560074_101hotels,23,6,26.08695652173913,9,2025-04-02
651714_101hotels,9,8,88.88888888888889,22,2025-04-02
6433_101hotels,13,10,76.92307692307692,21,2025-04-02
672185_101hotels,1,1,100.0,2,2025-04-02
221_101hotels,58,6,10.344827586206897,12,2025-04-02
668236_101hotels,3,3,100.0,12,2025-04-02
665625_101hotels,7,7,100.0,28,2025-04-02
9394_101hotels,92,14,15.217391304347826,19,2025-04-02
