id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date
654408_101hotels,5,9,180.0,40,2025-04-01
15192_101hotels,99,11,11.11111111111111,26,2025-04-01
496528_101hotels,55,14,25.454545454545453,28,2025-04-01
653669_101hotels,30,16,53.333333333333336,32,2025-04-01
650956_101hotels,30,29,96.66666666666667,63,2025-04-01
227948_101hotels,25,8,32.0,19,2025-04-01
570584_101hotels,4,4,100.0,14,2025-04-01
15210_101hotels,12,2,16.666666666666668,4,2025-04-01
15206_101hotels,37,7,18.91891891891892,14,2025-04-01
458938_101hotels,45,33,73.33333333333333,70,2025-04-01
559466_101hotels,52,52,100.0,120,2025-04-01
79583_101hotels,11,5,45.45454545454545,25,2025-04-01
188946_101hotels,58,22,37.93103448275862,54,2025-04-01
609283_101hotels,4,4,100.0,15,2025-04-01
651246_101hotels,14,8,57.142857142857146,16,2025-04-01
559442_101hotels,12,11,91.66666666666667,27,2025-04-01
559429_101hotels,12,6,50.0,15,2025-04-01
658141_101hotels,3,3,100.0,7,2025-04-01
511615_101hotels,15,12,80.0,24,2025-04-01
650957_101hotels,26,19,73.07692307692308,75,2025-04-01
495572_101hotels,16,3,18.75,6,2025-04-01
664549_101hotels,6,4,66.66666666666667,9,2025-04-01
670724_101hotels,9,8,88.88888888888889,20,2025-04-01
7628_101hotels,64,6,9.375,12,2025-04-01
666682_101hotels,11,3,27.272727272727273,6,2025-04-01
653555_101hotels,9,18,200.0,44,2025-04-01
665248_101hotels,1,2,200.0,14,2025-04-01
659250_101hotels,25,21,84.0,53,2025-04-01
9509_101hotels,23,12,52.17391304347826,24,2025-04-01
2136_101hotels,11,2,18.181818181818183,2,2025-04-01
8209_101hotels,31,4,12.903225806451612,10,2025-04-01
10553_101hotels,15,14,93.33333333333333,30,2025-04-01
514670_101hotels,14,10,71.42857142857143,20,2025-04-01
667475_101hotels,72,66,91.66666666666667,132,2025-04-01
4324_101hotels,80,38,47.5,85,2025-04-01
650200_101hotels,19,18,94.73684210526316,51,2025-04-01
670516_101hotels,35,23,65.71428571428571,46,2025-04-01
658131_101hotels,7,7,100.0,28,2025-04-01
625719_101hotels,7,6,85.71428571428571,13,2025-04-01
10535_101hotels,15,6,40.0,16,2025-04-01
659075_101hotels,30,8,26.666666666666668,16,2025-04-01
660481_101hotels,17,17,100.0,35,2025-04-01
671631_101hotels,12,3,25.0,9,2025-04-01
652511_101hotels,9,6,66.66666666666667,16,2025-04-01
10562_101hotels,12,12,100.0,60,2025-04-01
411742_101hotels,27,26,96.29629629629629,52,2025-04-01
10564_101hotels,10,8,80.0,20,2025-04-01
33872_101hotels,22,21,95.45454545454545,59,2025-04-01
220_101hotels,280,71,25.357142857142858,129,2025-04-01
189360_101hotels,16,5,31.25,12,2025-04-01
4398_101hotels,21,16,76.19047619047619,40,2025-04-01
6855_101hotels,27,9,33.333333333333336,21,2025-04-01
406989_101hotels,48,28,58.333333333333336,56,2025-04-01
2397_101hotels,208,39,18.75,78,2025-04-01
421457_101hotels,40,25,62.5,50,2025-04-01
560073_101hotels,44,6,13.636363636363637,12,2025-04-01
13519_101hotels,48,14,29.166666666666668,29,2025-04-01
9536_101hotels,16,12,75.0,21,2025-04-01
230_101hotels,56,23,41.07142857142857,43,2025-04-01
514851_101hotels,39,22,56.41025641025641,55,2025-04-01
6013_101hotels,28,2,7.142857142857143,4,2025-04-01
224_101hotels,163,80,49.079754601226995,160,2025-04-01
14127_101hotels,9,2,22.22222222222222,5,2025-04-01
653724_101hotels,6,5,83.33333333333333,12,2025-04-01
654332_101hotels,11,2,18.181818181818183,4,2025-04-01
560072_101hotels,73,31,42.465753424657535,62,2025-04-01
669305_101hotels,3,1,33.333333333333336,2,2025-04-01
462906_101hotels,31,24,77.41935483870968,93,2025-04-01
231_101hotels,58,9,15.517241379310345,18,2025-04-01
10621_101hotels,12,2,16.666666666666668,5,2025-04-01
669608_101hotels,6,3,50.0,10,2025-04-01
7027_101hotels,10,6,60.0,17,2025-04-01
8802_101hotels,19,2,10.526315789473685,4,2025-04-01
556415_101hotels,40,16,40.0,32,2025-04-01
100517_101hotels,23,17,73.91304347826087,34,2025-04-01
662866_101hotels,6,3,50.0,6,2025-04-01
4060_101hotels,14,13,92.85714285714286,28,2025-04-01
13173_101hotels,120,36,30.0,72,2025-04-01
14970_101hotels,26,5,19.23076923076923,18,2025-04-01
654278_101hotels,30,6,20.0,12,2025-04-01
666434_101hotels,24,17,70.83333333333333,34,2025-04-01
649990_101hotels,12,4,33.333333333333336,8,2025-04-01
14080_101hotels,30,24,80.0,43,2025-04-01
670640_101hotels,2,2,100.0,4,2025-04-01
514527_101hotels,15,9,60.0,12,2025-04-01
671064_101hotels,28,22,78.57142857142857,43,2025-04-01
653874_101hotels,4,4,100.0,10,2025-04-01
7190_101hotels,23,19,82.6086956521739,34,2025-04-01
485323_101hotels,25,14,56.0,31,2025-04-01
29907_101hotels,26,3,11.538461538461538,6,2025-04-01
669898_101hotels,1,1,100.0,4,2025-04-01
667604_101hotels,1,1,100.0,2,2025-04-01
7178_101hotels,35,25,71.42857142857143,46,2025-04-01
485325_101hotels,18,14,77.77777777777777,36,2025-04-01
14079_101hotels,23,15,65.21739130434783,32,2025-04-01
14164_101hotels,7,6,85.71428571428571,23,2025-04-01
654635_101hotels,4,3,75.0,6,2025-04-01
607_101hotels,25,10,40.0,20,2025-04-01
17090_101hotels,21,1,4.761904761904762,2,2025-04-01
1970_101hotels,23,15,65.21739130434783,40,2025-04-01
514581_101hotels,7,3,42.857142857142854,6,2025-04-01
510819_101hotels,8,3,37.5,60,2025-04-01
669838_101hotels,3,2,66.66666666666667,4,2025-04-01
218_101hotels,10,10,100.0,22,2025-04-01
656186_101hotels,1,1,100.0,4,2025-04-01
666722_101hotels,7,3,42.857142857142854,9,2025-04-01
10672_101hotels,6,5,83.33333333333333,18,2025-04-01
610841_101hotels,10,7,70.0,19,2025-04-01
670102_101hotels,1,1,100.0,6,2025-04-01
670703_101hotels,3,2,66.66666666666667,4,2025-04-01
670249_101hotels,2,2,100.0,4,2025-04-01
666215_101hotels,5,3,60.0,6,2025-04-01
667749_101hotels,3,1,33.333333333333336,2,2025-04-01
662868_101hotels,3,1,33.333333333333336,2,2025-04-01
669236_101hotels,7,5,71.42857142857143,10,2025-04-01
650983_101hotels,7,7,100.0,23,2025-04-01
660799_101hotels,7,7,100.0,44,2025-04-01
662650_101hotels,7,4,57.142857142857146,15,2025-04-01
658823_101hotels,5,2,40.0,6,2025-04-01
4397_101hotels,14,8,57.142857142857146,16,2025-04-01
666294_101hotels,6,3,50.0,17,2025-04-01
655145_101hotels,7,2,28.571428571428573,4,2025-04-01
658938_101hotels,2,1,50.0,2,2025-04-01
665284_101hotels,1,1,100.0,5,2025-04-01
665411_101hotels,1,1,100.0,4,2025-04-01
665413_101hotels,2,1,50.0,4,2025-04-01
665414_101hotels,3,2,66.66666666666667,6,2025-04-01
665702_101hotels,2,1,50.0,2,2025-04-01
666854_101hotels,1,1,100.0,2,2025-04-01
669839_101hotels,1,1,100.0,2,2025-04-01
671748_101hotels,1,1,100.0,4,2025-04-01
227_101hotels,64,46,71.875,74,2025-04-01
660703_101hotels,3,2,66.66666666666667,4,2025-04-01
663773_101hotels,12,12,100.0,24,2025-04-01
663295_101hotels,104,54,51.92307692307692,108,2025-04-01
669748_101hotels,8,2,25.0,4,2025-04-01
670094_101hotels,1,1,100.0,6,2025-04-01
226_101hotels,68,13,19.11764705882353,27,2025-04-01
605_101hotels,67,14,20.895522388059703,28,2025-04-01
48009_101hotels,84,69,82.14285714285714,138,2025-04-01
421726_101hotels,12,10,83.33333333333333,12,2025-04-01
658204_101hotels,5,3,60.0,6,2025-04-01
661097_101hotels,18,11,61.111111111111114,51,2025-04-01
560074_101hotels,23,6,26.08695652173913,9,2025-04-01
651714_101hotels,9,8,88.88888888888889,22,2025-04-01
222_101hotels,30,5,16.666666666666668,10,2025-04-01
140778_101hotels,128,18,14.0625,36,2025-04-01
6433_101hotels,13,10,76.92307692307692,21,2025-04-01
672185_101hotels,1,1,100.0,2,2025-04-01
221_101hotels,58,5,8.620689655172415,10,2025-04-01
668236_101hotels,3,1,33.333333333333336,4,2025-04-01
665625_101hotels,7,7,100.0,28,2025-04-01
9394_101hotels,92,9,9.782608695652174,12,2025-04-01
