id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date,min_price
496528_101hotels,55,23,41.81818181818182,46,2025-12-03,6000.0
227948_101hotels,25,6,24.0,14,2025-12-03,10260.0
673191_101hotels,8,8,100.0,16,2025-12-03,9500.0
15206_101hotels,37,37,100.0,76,2025-12-03,9818.0
15210_101hotels,12,2,16.666666666666668,4,2025-12-03,6000.0
458938_101hotels,45,55,122.22222222222223,123,2025-12-03,8000.0
559466_101hotels,52,49,94.23076923076923,114,2025-12-03,9500.0
570584_101hotels,4,4,100.0,14,2025-12-03,8000.0
650956_101hotels,30,28,93.33333333333333,61,2025-12-03,5670.0
653669_101hotels,30,16,53.333333333333336,32,2025-12-03,6000.0
671803_101hotels,2,1,50.0,6,2025-12-03,12000.0
13175_101hotels,10,11,110.0,30,2025-12-03,4000.0
13176_101hotels,10,10,100.0,20,2025-12-03,6000.0
17216_101hotels,26,3,11.538461538461538,12,2025-12-03,4350.0
188946_101hotels,58,38,65.51724137931035,94,2025-12-03,4000.0
609283_101hotels,4,4,100.0,15,2025-12-03,2600.0
64543_101hotels,6,7,116.66666666666667,26,2025-12-03,6200.0
651246_101hotels,13,5,38.46153846153846,12,2025-12-03,2400.0
559429_101hotels,12,2,16.666666666666668,4,2025-12-03,1690.0
559442_101hotels,12,7,58.333333333333336,15,2025-12-03,2400.0
7628_101hotels,64,5,7.8125,10,2025-12-03,6150.0
511615_101hotels,15,6,40.0,13,2025-12-03,3000.0
3365_101hotels,32,18,56.25,44,2025-12-03,9200.0
664549_101hotels,6,5,83.33333333333333,11,2025-12-03,3500.0
670724_101hotels,9,9,100.0,22,2025-12-03,6230.0
650957_101hotels,26,22,84.61538461538461,81,2025-12-03,1500.0
671037_101hotels,25,25,100.0,50,2025-12-03,8000.0
672860_101hotels,10,5,50.0,10,2025-12-03,12000.0
6479_101hotels,51,2,3.9215686274509802,4,2025-12-03,6750.0
666682_101hotels,11,10,90.9090909090909,32,2025-12-03,12000.0
653555_101hotels,9,18,200.0,44,2025-12-03,3500.0
665248_101hotels,1,2,200.0,14,2025-12-03,8050.0
