id,rooms_num,free_rooms_amount,rooms_occupancy_percent,max_capacity,date
15210_101hotels,12,1,8.333333333333334,2,2025-03-23
654408_101hotels,5,8,160.0,36,2025-03-23
227948_101hotels,25,12,48.0,28,2025-03-23
15206_101hotels,37,13,35.13513513513514,26,2025-03-23
496528_101hotels,55,36,65.45454545454545,72,2025-03-23
650956_101hotels,30,30,100.0,65,2025-03-23
668080_101hotels,13,8,61.53846153846154,16,2025-03-23
249578_101hotels,28,8,28.571428571428573,18,2025-03-23
15192_101hotels,99,10,10.1010101010101,22,2025-03-23
458938_101hotels,45,28,62.22222222222222,61,2025-03-23
559466_101hotels,52,52,100.0,120,2025-03-23
570584_101hotels,4,4,100.0,14,2025-03-23
653669_101hotels,30,15,50.0,30,2025-03-23
661122_101hotels,8,8,100.0,16,2025-03-23
13185_101hotels,25,4,16.0,12,2025-03-23
79583_101hotels,11,1,9.090909090909092,4,2025-03-23
609283_101hotels,4,2,50.0,8,2025-03-23
651246_101hotels,14,9,64.28571428571429,17,2025-03-23
559442_101hotels,12,11,91.66666666666667,27,2025-03-23
559429_101hotels,12,6,50.0,14,2025-03-23
658141_101hotels,3,3,100.0,7,2025-03-23
650957_101hotels,26,16,61.53846153846154,66,2025-03-23
495572_101hotels,16,3,18.75,6,2025-03-23
511615_101hotels,15,11,73.33333333333333,22,2025-03-23
7628_101hotels,64,3,4.6875,4,2025-03-23
664549_101hotels,6,4,66.66666666666667,9,2025-03-23
670724_101hotels,9,9,100.0,21,2025-03-23
6479_101hotels,51,3,5.882352941176471,5,2025-03-23
666682_101hotels,11,4,36.36363636363637,8,2025-03-23
653555_101hotels,9,16,177.77777777777777,40,2025-03-23
665248_101hotels,1,2,200.0,14,2025-03-23
659250_101hotels,25,18,72.0,49,2025-03-23
8209_101hotels,31,4,12.903225806451612,8,2025-03-23
9509_101hotels,23,10,43.47826086956522,20,2025-03-23
658332_101hotels,12,4,33.333333333333336,7,2025-03-23
2136_101hotels,11,6,54.54545454545455,6,2025-03-23
4324_101hotels,80,15,18.75,29,2025-03-23
514670_101hotels,14,5,35.714285714285715,10,2025-03-23
650200_101hotels,19,16,84.21052631578948,47,2025-03-23
10553_101hotels,15,9,60.0,20,2025-03-23
658131_101hotels,7,4,57.142857142857146,16,2025-03-23
15486_101hotels,22,9,40.90909090909091,18,2025-03-23
10535_101hotels,15,6,40.0,16,2025-03-23
625719_101hotels,7,4,57.142857142857146,14,2025-03-23
659075_101hotels,30,7,23.333333333333332,14,2025-03-23
660481_101hotels,17,17,100.0,35,2025-03-23
652511_101hotels,9,6,66.66666666666667,16,2025-03-23
670516_101hotels,35,13,37.142857142857146,26,2025-03-23
10562_101hotels,12,8,66.66666666666667,51,2025-03-23
667475_101hotels,72,50,69.44444444444444,100,2025-03-23
671631_101hotels,12,3,25.0,9,2025-03-23
411742_101hotels,27,20,74.07407407407408,40,2025-03-23
10564_101hotels,10,8,80.0,20,2025-03-23
33872_101hotels,22,19,86.36363636363636,56,2025-03-23
140778_101hotels,128,33,25.78125,66,2025-03-23
224_101hotels,163,27,16.56441717791411,54,2025-03-23
220_101hotels,280,40,14.285714285714286,71,2025-03-23
2397_101hotels,208,61,29.326923076923077,122,2025-03-23
671064_101hotels,28,22,78.57142857142857,43,2025-03-23
13173_101hotels,120,59,49.166666666666664,118,2025-03-23
560072_101hotels,73,27,36.986301369863014,54,2025-03-23
6013_101hotels,28,2,7.142857142857143,4,2025-03-23
14080_101hotels,30,12,40.0,24,2025-03-23
17090_101hotels,21,7,33.333333333333336,14,2025-03-23
421457_101hotels,40,18,45.0,36,2025-03-23
560073_101hotels,44,21,47.72727272727273,41,2025-03-23
100517_101hotels,23,15,65.21739130434783,30,2025-03-23
654278_101hotels,30,14,46.666666666666664,31,2025-03-23
666434_101hotels,24,6,25.0,12,2025-03-23
7178_101hotels,35,4,11.428571428571429,5,2025-03-23
485323_101hotels,25,9,36.0,18,2025-03-23
663295_101hotels,104,53,50.96153846153846,106,2025-03-23
226_101hotels,68,6,8.823529411764707,9,2025-03-23
230_101hotels,56,20,35.714285714285715,39,2025-03-23
4398_101hotels,21,8,38.095238095238095,16,2025-03-23
10621_101hotels,12,6,50.0,16,2025-03-23
13519_101hotels,48,3,6.25,7,2025-03-23
7190_101hotels,23,19,82.6086956521739,34,2025-03-23
406989_101hotels,48,38,79.16666666666667,76,2025-03-23
662868_101hotels,3,3,100.0,6,2025-03-23
14970_101hotels,26,3,11.538461538461538,14,2025-03-23
462906_101hotels,31,25,80.64516129032258,99,2025-03-23
8802_101hotels,19,2,10.526315789473685,4,2025-03-23
666294_101hotels,6,3,50.0,18,2025-03-23
654635_101hotels,4,2,50.0,4,2025-03-23
4060_101hotels,14,9,64.28571428571429,20,2025-03-23
510819_101hotels,8,3,37.5,76,2025-03-23
14164_101hotels,7,2,28.571428571428573,9,2025-03-23
29907_101hotels,26,5,19.23076923076923,10,2025-03-23
655564_101hotels,11,9,81.81818181818181,18,2025-03-23
227_101hotels,64,32,50.0,53,2025-03-23
610841_101hotels,10,8,80.0,22,2025-03-23
7027_101hotels,10,2,20.0,7,2025-03-23
4397_101hotels,14,6,42.857142857142854,12,2025-03-23
662866_101hotels,6,1,16.666666666666668,2,2025-03-23
514851_101hotels,39,21,53.84615384615385,53,2025-03-23
662650_101hotels,7,5,71.42857142857143,13,2025-03-23
649990_101hotels,12,3,25.0,6,2025-03-23
378505_101hotels,7,5,71.42857142857143,29,2025-03-23
658204_101hotels,5,3,60.0,6,2025-03-23
231_101hotels,58,3,5.172413793103448,6,2025-03-23
654332_101hotels,11,4,36.36363636363637,8,2025-03-23
514581_101hotels,7,3,42.857142857142854,5,2025-03-23
14127_101hotels,9,2,22.22222222222222,5,2025-03-23
666722_101hotels,7,3,42.857142857142854,9,2025-03-23
650983_101hotels,7,1,14.285714285714286,2,2025-03-23
560074_101hotels,23,6,26.08695652173913,9,2025-03-23
9536_101hotels,16,13,81.25,21,2025-03-23
485325_101hotels,18,11,61.111111111111114,32,2025-03-23
666215_101hotels,5,1,20.0,2,2025-03-23
10672_101hotels,6,2,33.333333333333336,5,2025-03-23
660799_101hotels,7,5,71.42857142857143,42,2025-03-23
6855_101hotels,27,7,25.925925925925927,14,2025-03-23
514527_101hotels,15,3,20.0,4,2025-03-23
658823_101hotels,5,2,40.0,8,2025-03-23
658692_101hotels,7,1,14.285714285714286,4,2025-03-23
660703_101hotels,3,2,66.66666666666667,4,2025-03-23
661097_101hotels,18,11,61.111111111111114,50,2025-03-23
663773_101hotels,12,8,66.66666666666667,16,2025-03-23
221_101hotels,58,12,20.689655172413794,20,2025-03-23
605_101hotels,67,9,13.432835820895523,18,2025-03-23
14079_101hotels,23,16,69.56521739130434,34,2025-03-23
48009_101hotels,84,41,48.80952380952381,82,2025-03-23
421726_101hotels,12,4,33.333333333333336,5,2025-03-23
559557_101hotels,30,5,16.666666666666668,7,2025-03-23
669566_101hotels,25,5,20.0,7,2025-03-23
651714_101hotels,9,7,77.77777777777777,20,2025-03-23
669748_101hotels,8,6,75.0,11,2025-03-23
671748_101hotels,1,1,100.0,4,2025-03-23
665625_101hotels,7,6,85.71428571428571,24,2025-03-23
9394_101hotels,92,24,26.08695652173913,29,2025-03-23
