id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date,min_price
654408_101hotels,10,8,80.0,36,2025-12-01,5950.0
496528_101hotels,55,22,40.0,44,2025-12-01,6000.0
227948_101hotels,25,6,24.0,14,2025-12-01,10260.0
673191_101hotels,8,8,100.0,16,2025-12-01,9500.0
15206_101hotels,37,35,94.5945945945946,72,2025-12-01,9818.0
15210_101hotels,12,2,16.666666666666668,4,2025-12-01,6000.0
458938_101hotels,45,54,120.0,121,2025-12-01,8000.0
559466_101hotels,52,49,94.23076923076923,114,2025-12-01,9500.0
570584_101hotels,4,4,100.0,14,2025-12-01,8000.0
650956_101hotels,30,29,96.66666666666667,63,2025-12-01,5670.0
653669_101hotels,30,16,53.333333333333336,32,2025-12-01,6000.0
671803_101hotels,2,1,50.0,6,2025-12-01,12000.0
13175_101hotels,10,9,90.0,24,2025-12-01,4000.0
13176_101hotels,10,10,100.0,20,2025-12-01,6000.0
17216_101hotels,26,3,11.538461538461538,12,2025-12-01,4350.0
188946_101hotels,58,35,60.3448275862069,88,2025-12-01,4000.0
609283_101hotels,4,4,100.0,15,2025-12-01,2600.0
64543_101hotels,6,7,116.66666666666667,26,2025-12-01,6200.0
651246_101hotels,13,2,15.384615384615385,3,2025-12-01,3300.0
559429_101hotels,12,2,16.666666666666668,4,2025-12-01,1590.0
559442_101hotels,12,8,66.66666666666667,17,2025-12-01,2400.0
7628_101hotels,64,8,12.5,14,2025-12-01,4700.0
511615_101hotels,15,7,46.666666666666664,15,2025-12-01,3000.0
3365_101hotels,32,18,56.25,44,2025-12-01,9200.0
664549_101hotels,6,5,83.33333333333333,11,2025-12-01,3500.0
670724_101hotels,9,9,100.0,22,2025-12-01,6230.0
650957_101hotels,26,22,84.61538461538461,82,2025-12-01,1500.0
671037_101hotels,25,25,100.0,50,2025-12-01,8000.0
672860_101hotels,10,5,50.0,10,2025-12-01,12000.0
6479_101hotels,51,4,7.8431372549019605,6,2025-12-01,4350.0
666682_101hotels,11,10,90.9090909090909,32,2025-12-01,12000.0
653555_101hotels,9,18,200.0,44,2025-12-01,3500.0
665248_101hotels,1,2,200.0,14,2025-12-01,8050.0
659250_101hotels,27,13,48.148148148148145,152,2025-12-01,800.0
2136_101hotels,11,8,72.72727272727273,15,2025-12-01,4000.0
