id,rooms_num,free_rooms_amount,available_rooms_percent,max_capacity,date,min_price
668080_101hotels,13,26,200.0,52,2025-05-21,11000.0
654408_101hotels,5,8,160.0,35,2025-05-21,10000.0
496528_101hotels,55,42,76.36363636363636,85,2025-05-21,4000.0
227948_101hotels,25,8,32.0,20,2025-05-21,9775.0
249578_101hotels,28,12,42.857142857142854,46,2025-05-21,4500.0
458938_101hotels,45,20,44.44444444444444,45,2025-05-21,7500.0
15206_101hotels,37,35,94.5945945945946,72,2025-05-21,13000.0
15210_101hotels,12,2,16.666666666666668,4,2025-05-21,6500.0
650956_101hotels,30,26,86.66666666666667,57,2025-05-21,5050.0
559466_101hotels,52,52,100.0,120,2025-05-21,7500.0
570584_101hotels,4,4,100.0,14,2025-05-21,8000.0
609203_101hotels,20,5,25.0,11,2025-05-21,4350.0
15192_101hotels,99,26,26.262626262626263,56,2025-05-21,8255.0
514123_101hotels,50,39,78.0,78,2025-05-21,4400.0
632322_101hotels,16,9,56.25,19,2025-05-21,5900.0
671803_101hotels,2,2,100.0,18,2025-05-21,10200.0
13176_101hotels,10,10,100.0,20,2025-05-21,5000.0
13170_101hotels,26,18,69.23076923076923,75,2025-05-21,8000.0
79583_101hotels,11,5,45.45454545454545,22,2025-05-21,8050.0
9002_101hotels,20,11,55.0,24,2025-05-21,8800.0
188946_101hotels,58,35,60.3448275862069,85,2025-05-21,4000.0
609283_101hotels,4,4,100.0,15,2025-05-21,3000.0
64543_101hotels,6,7,116.66666666666667,26,2025-05-21,6200.0
651246_101hotels,14,5,35.714285714285715,13,2025-05-21,1800.0
559442_101hotels,12,11,91.66666666666667,27,2025-05-21,1900.0
559429_101hotels,12,1,8.333333333333334,2,2025-05-21,3000.0
658141_101hotels,3,3,100.0,7,2025-05-21,2300.0
7628_101hotels,64,8,12.5,14,2025-05-21,3650.0
6479_101hotels,51,3,5.882352941176471,5,2025-05-21,3550.0
511615_101hotels,15,15,100.0,32,2025-05-21,2805.0
664549_101hotels,6,5,83.33333333333333,11,2025-05-21,3000.0
495574_101hotels,9,8,88.88888888888889,36,2025-05-21,3500.0
650957_101hotels,26,21,80.76923076923077,79,2025-05-21,1250.0
495572_101hotels,16,3,18.75,6,2025-05-21,3675.0
672860_101hotels,10,5,50.0,10,2025-05-21,8000.0
666682_101hotels,11,3,27.272727272727273,6,2025-05-21,12000.0
653555_101hotels,9,17,188.88888888888889,42,2025-05-21,3500.0
665248_101hotels,1,2,200.0,14,2025-05-21,8050.0
655338_101hotels,9,6,66.66666666666667,14,2025-05-21,3500.0
659250_101hotels,25,15,60.0,137,2025-05-21,800.0
8209_101hotels,31,2,6.451612903225806,8,2025-05-21,5500.0
2136_101hotels,11,1,9.090909090909092,1,2025-05-21,6000.0
9509_101hotels,23,1,4.3478260869565215,2,2025-05-21,15000.0
10553_101hotels,15,11,73.33333333333333,24,2025-05-21,3800.0
667475_101hotels,72,25,34.72222222222222,50,2025-05-21,11000.0
4324_101hotels,80,19,23.75,39,2025-05-21,5580.0
650200_101hotels,19,17,89.47368421052632,49,2025-05-21,2200.0
670516_101hotels,35,22,62.857142857142854,44,2025-05-21,5780.0
658131_101hotels,7,7,100.0,28,2025-05-21,5000.0
10535_101hotels,15,6,40.0,16,2025-05-21,5700.0
625719_101hotels,7,7,100.0,21,2025-05-21,4500.0
659075_101hotels,30,8,26.666666666666668,16,2025-05-21,4125.0
10562_101hotels,12,11,91.66666666666667,58,2025-05-21,1500.0
514670_101hotels,14,3,21.428571428571427,6,2025-05-21,4500.0
660481_101hotels,17,17,100.0,35,2025-05-21,3375.0
652511_101hotels,9,6,66.66666666666667,16,2025-05-21,2500.0
671631_101hotels,12,6,50.0,15,2025-05-21,5000.0
559426_101hotels,20,10,50.0,25,2025-05-21,3500.0
411742_101hotels,27,17,62.96296296296296,34,2025-05-21,5600.0
33872_101hotels,22,20,90.9090909090909,58,2025-05-21,10200.0
10564_101hotels,10,5,50.0,12,2025-05-21,4500.0
219_101hotels,26,19,73.07692307692308,36,2025-05-21,7100.0
2270_101hotels,87,12,13.793103448275861,21,2025-05-21,2400.0
227_101hotels,64,5,7.8125,11,2025-05-21,6800.0
189360_101hotels,16,11,68.75,24,2025-05-21,3069.0
6855_101hotels,27,16,59.25925925925926,34,2025-05-21,3700.0
220_101hotels,280,38,13.571428571428571,72,2025-05-21,4250.0
406989_101hotels,48,8,16.666666666666668,16,2025-05-21,7500.0
4398_101hotels,21,14,66.66666666666667,36,2025-05-21,1100.0
2397_101hotels,208,3,1.4423076923076923,6,2025-05-21,6300.0
