id,k,name,capacity,additional,single_bed,bathroom,type_name,type_id,free,bed_categories,children_extras,placements,min_price,miles,hotel_id,date
727624,,Стандарт,2,0,0,1,Двухместный,2,1,"[{'single': 2}, {'double': 1}]",[],"[{'id': 253914, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 10925, 'prices': [10925], 'price': 9832.5, 'old_price': 10925, 'currency': 'RUB', 'payment_amount': 10925, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 492, 'miles': 588, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 983}, {'id': 253915, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 11500, 'prices': [11500], 'price': 10350, 'old_price': 11500, 'currency': 'RUB', 'payment_amount': 11500, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 518, 'miles': 621, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1035}]",9832.5,588,227948_101hotels,2026-06-24
1906257,,,2,0,0,1,Делюкс,29,2,"[{'single': 2}, {'double': 1}]",[],"[{'id': 253916, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 13225, 'prices': [13225], 'price': 11902.5, 'old_price': 13225, 'currency': 'RUB', 'payment_amount': 13225, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 595, 'miles': 714, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1190}, {'id': 253917, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 13800, 'prices': [13800], 'price': 12420, 'old_price': 13800, 'currency': 'RUB', 'payment_amount': 13800, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 621, 'miles': 744, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1242}]",11902.5,714,227948_101hotels,2026-06-24
1906258,,Панорамный,3,1,0,1,Люкс,6,1,"[{'single': 2, 'sofa': 1}, {'double': 1, 'sofa': 1}]",[],"[{'id': 253918, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 17825, 'prices': [17825], 'price': 16042.5, 'old_price': 17825, 'currency': 'RUB', 'payment_amount': 17825, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 802, 'miles': 960, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1604}, {'id': 253919, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 18400, 'prices': [18400], 'price': 16560, 'old_price': 18400, 'currency': 'RUB', 'payment_amount': 18400, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 828, 'miles': 993, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1656}, {'id': 307219, 'capacity': 3, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 23000, 'prices': [23000], 'price': 20700, 'old_price': 23000, 'currency': 'RUB', 'payment_amount': 23000, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 1035, 'miles': 1242, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 2070}]",16042.5,960,227948_101hotels,2026-06-24
1906259,,,2,0,0,1,Люкс,6,2,"[{'single': 2}, {'double': 1}]",[],"[{'id': 253920, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 15525, 'prices': [15525], 'price': 13972.5, 'old_price': 15525, 'currency': 'RUB', 'payment_amount': 15525, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 699, 'miles': 837, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1397}, {'id': 253921, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 16100, 'prices': [16100], 'price': 14490, 'old_price': 16100, 'currency': 'RUB', 'payment_amount': 16100, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 725, 'miles': 867, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1449}]",13972.5,837,227948_101hotels,2026-06-24
2271355,,Арт-номер,2,0,0,1,Двухместный,2,2,"[{'single': 2}, {'double': 1}]",[],"[{'id': 766415, 'capacity': 1, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 13225, 'prices': [13225], 'price': 11902.5, 'old_price': 13225, 'currency': 'RUB', 'payment_amount': 13225, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 595, 'miles': 714, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1190}, {'id': 766416, 'capacity': 2, 'prepayment': 'FIRST', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 1, 'base_price': 13800, 'prices': [13800], 'price': 12420, 'old_price': 13800, 'currency': 'RUB', 'payment_amount': 13800, 'extras_variants': [], 'extras': [], 'rate_id': 366, 'deals': ['LAST_MINUTE'], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 621, 'miles': 744, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1242}]",11902.5,714,227948_101hotels,2026-06-24
2280855,,Junior Suite,4,2,0,1,Полулюкс,4,7,"[{'single': 2, 'sofa': 1}]",[],"[{'id': 859682, 'capacity': 1, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 6500, 'prices': [6500], 'price': 6500, 'old_price': 6500, 'currency': 'RUB', 'payment_amount': 6500, 'extras_variants': [], 'extras': [], 'rate_id': 39223, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 325, 'miles': 390, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 650}, {'id': 859683, 'capacity': 2, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 6500, 'prices': [6500], 'price': 6500, 'old_price': 6500, 'currency': 'RUB', 'payment_amount': 6500, 'extras_variants': [], 'extras': [], 'rate_id': 39223, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 325, 'miles': 390, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 650}, {'id': 1191740, 'capacity': 3, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 7500, 'prices': [7500], 'price': 7500, 'old_price': 7500, 'currency': 'RUB', 'payment_amount': 7500, 'extras_variants': [], 'extras': [], 'rate_id': 39223, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 375, 'miles': 450, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 750}, {'id': 1191741, 'capacity': 4, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 8500, 'prices': [8500], 'price': 8500, 'old_price': 8500, 'currency': 'RUB', 'payment_amount': 8500, 'extras_variants': [], 'extras': [], 'rate_id': 39223, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 425, 'miles': 510, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 850}]",6500.0,390,668080_101hotels,2026-06-24
2280858,,,4,2,0,1,Люкс,6,2,"[{'double': 1, 'sofa': 1}]",[],"[{'id': 859795, 'capacity': 1, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 10000, 'prices': [10000], 'price': 10000, 'old_price': 10000, 'currency': 'RUB', 'payment_amount': 10000, 'extras_variants': [], 'extras': [], 'rate_id': 39223, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 500, 'miles': 600, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1000}, {'id': 859796, 'capacity': 2, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 10000, 'prices': [10000], 'price': 10000, 'old_price': 10000, 'currency': 'RUB', 'payment_amount': 10000, 'extras_variants': [], 'extras': [], 'rate_id': 39223, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 500, 'miles': 600, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1000}, {'id': 1191742, 'capacity': 3, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 11000, 'prices': [11000], 'price': 11000, 'old_price': 11000, 'currency': 'RUB', 'payment_amount': 11000, 'extras_variants': [], 'extras': [], 'rate_id': 39223, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 550, 'miles': 660, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1100}, {'id': 1191743, 'capacity': 4, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 14, 'cancellation_fee': 'FIRST', 'breakfast': 0, 'base_price': 12000, 'prices': [12000], 'price': 12000, 'old_price': 12000, 'currency': 'RUB', 'payment_amount': 12000, 'extras_variants': [], 'extras': [], 'rate_id': 39223, 'deals': [], 'cancellation_type': 'special', 'credit_card': 1, 'bonus': 600, 'miles': 720, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 1200}]",10000.0,600,668080_101hotels,2026-06-24
2299973,,Стандартный,2,1,0,1,Двухместный,2,4,"[{'single': 2, 'sofa': 1}, {'double': 1, 'sofa': 1}]",[],"[{'id': 1040937, 'capacity': 1, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 8500, 'prices': [8500], 'price': 8500, 'old_price': 8500, 'currency': 'RUB', 'payment_amount': 8500, 'extras_variants': [], 'extras': [], 'rate_id': 50459, 'deals': [], 'cancellation_type': 'free', 'credit_card': 1, 'bonus': 425, 'miles': 510, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 850}, {'id': 1040938, 'capacity': 2, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 8500, 'prices': [8500], 'price': 8500, 'old_price': 8500, 'currency': 'RUB', 'payment_amount': 8500, 'extras_variants': [], 'extras': [], 'rate_id': 50459, 'deals': [], 'cancellation_type': 'free', 'credit_card': 1, 'bonus': 425, 'miles': 510, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 850}]",8500.0,510,673191_101hotels,2026-06-24
2299974,,Стандартный улучшенный,2,0,0,1,Двухместный,2,4,"[{'single': 2}, {'double': 1}]",[],"[{'id': 1040939, 'capacity': 1, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 9500, 'prices': [9500], 'price': 9500, 'old_price': 9500, 'currency': 'RUB', 'payment_amount': 9500, 'extras_variants': [], 'extras': [], 'rate_id': 50459, 'deals': [], 'cancellation_type': 'free', 'credit_card': 1, 'bonus': 475, 'miles': 570, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 950}, {'id': 1040940, 'capacity': 2, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 0, 'base_price': 9500, 'prices': [9500], 'price': 9500, 'old_price': 9500, 'currency': 'RUB', 'payment_amount': 9500, 'extras_variants': [], 'extras': [], 'rate_id': 50459, 'deals': [], 'cancellation_type': 'free', 'credit_card': 1, 'bonus': 475, 'miles': 570, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 950}]",9500.0,570,673191_101hotels,2026-06-24
2311821,,Полулюкс,2,1,0,1,Полулюкс,4,5,"[{'double': 1, 'sofa': 1}]","[{'id': '35737', 'number': '1', 'min_age': '0', 'max_age': '6', 'is_extra_bed': '0', 'extra_bed_type_id': '0'}]","[{'id': 1145848, 'capacity': 1, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 6000, 'prices': [6000], 'price': 6000, 'old_price': 6000, 'currency': 'RUB', 'payment_amount': 6000, 'extras_variants': [], 'extras': {'35737': {'id': 35737, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 6], 'extra_bed': 0, 'free': 1}}, 'rate_id': 57795, 'deals': [], 'cancellation_type': 'free', 'credit_card': 1, 'bonus': 300, 'miles': 360, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 600}, {'id': 1145849, 'capacity': 2, 'prepayment': 'FULL', 'nonrefundable': 0, 'cancellation_period': 0, 'cancellation_fee': 'NO', 'breakfast': 1, 'base_price': 6000, 'prices': [6000], 'price': 6000, 'old_price': 6000, 'currency': 'RUB', 'payment_amount': 6000, 'extras_variants': [], 'extras': {'35737': {'id': 35737, 'number': 1, 'extra_bed_type_id': 0, 'age': [0, 6], 'extra_bed': 0, 'free': 1}}, 'rate_id': 57795, 'deals': [], 'cancellation_type': 'free', 'credit_card': 1, 'bonus': 300, 'miles': 360, 'min_stay': 1, 'platichastyami': 0, 'mircashback': 600}]",6000.0,360,675975_101hotels,2026-06-24
